premierelocatie_id,relatie,value
137934,stad,London
137934,postcode,None
137934,land,Groot-Brittannië
135967,naam,Op locatie
135967,adres,None
135967,stad,Heusden-Zolder
135967,postcode,None
135967,land,België
140163,naam,Festival Internacional de Artes Cenicas da Bahia
140163,adres,
140163,stad,Salvador de Bahia
140163,postcode,None
140163,land,Brazilië
133516,naam,CC Hof Ten Hemelrijck
133516,adres,Kloosterstraat 7
133516,stad,Opwijk
133516,postcode,1745
133516,land,België
136025,naam,Victoria Theatre
136025,adres,11 Empress Place
136025,stad,Singapore
136025,postcode,179558
136025,land,Singapore
135742,naam,Rincon de Espagna
135742,adres,Slachthuislaan 43
135742,stad,Brussel
135742,postcode,1000
135742,land,België
135147,naam,Kasteel Sorghvliet - Hoboken
135147,adres,None
135147,stad,Hoboken
135147,postcode,None
135147,land,België
137925,naam,Stadhuis
137925,adres,
137925,stad,Antwerpen
137925,postcode,None
134841,naam,Balzaal Cie De Koe
134841,adres,Schildersstraat 9
134841,stad,Antwerpen
134841,postcode,2000
134841,land,België
137173,naam,Scheld'Apen
137173,adres,D'Herbouvillekaai 36
137173,stad,Antwerpen
137173,postcode,2020
137173,land,België
134082,naam,Szene Bunte Wähne
134082,adres,Viktorgasse 18 - 27
134082,stad,Wien
134082,postcode,1014
134082,land,Oostenrijk
138752,naam,Festivalplein
138752,adres,
138752,stad,'s-Hertogenbosch
138752,postcode,None
138752,land,Nederland
137037,naam,Kaaitheater Foyer
137037,adres,Akenkaai 2
137037,stad,Brussel
137037,postcode,1000
137037,land,België
139507,naam,Centrum Kultury W Lublinie
139507,adres,
139507,stad,Lublin
139507,postcode,None
139507,land,Polen
134337,naam,Figurentheater De Maan - Rode Zaal
134337,adres,Minderbroedersgang 1 & 3
134337,stad,Mechelen
134337,postcode,2800
134337,land,België
137019,naam,Horta Paviljoen
137019,adres,Jubelpark
137019,stad,Brussel
137019,postcode,None
137019,land,België
138250,naam,muziekclun 't Ey
138250,adres,Koutermolenstraat 6b
138250,stad,Belsele
138250,postcode,9111
138250,land,België
135623,naam,Contact Theatre
135623,adres,Oxford Road
135623,stad,Manchester
135623,postcode,M15 6JA
135623,land,Groot-Brittannië
132895,naam,ruimte onbekend
132895,adres,None
132895,stad,Oostende
132895,postcode,8400
132895,land,België
139913,naam,Florence Gould Hall
139913,adres,
139913,stad,New York
139913,postcode,None
139913,land,Verenigde Staten van Amerika
139503,naam,Op locatie
139503,adres,
139503,stad,Borgerhout
139503,postcode,None
139503,land,België
134762,naam,GC De Kriekelaar
134762,adres,Gallatistraat 86
134762,stad,Schaarbeek
134762,postcode,1030
134762,land,België
137928,naam,Maison des Arts / Huis der Kunsten
137928,adres,Haachtsesteenweg 147
137928,stad,Schaarbeek
137928,postcode,1030
137928,land,België
139424,naam,Château Bonheur
139424,adres,
139424,stad,Granville
139424,postcode,None
139424,land,Frankrijk
133759,naam,Vondelpark Theater
133759,adres,p/a Stadsschouwburg A'dam
133759,stad,Amsterdam
133759,postcode,None
133759,land,Nederland
136152,naam,Teatro Pradillo
136152,adres,None
136152,stad,Madrid
136152,postcode,None
136152,land,Spanje
132414,naam,Rote Fabrik
132414,adres,Seestrasse 395
132414,stad,Zürich
132414,postcode,8038
132414,land,Zwitserland
131388,naam,De Nieuwe Vrede
131388,adres,
131388,stad,Berchem
131388,postcode,2600
131388,land,België
138490,naam,Centre André Malraux
138490,adres,Rue de Parme
138490,stad,Vandœuvre-Lès-Nancy 
138490,postcode,54500
138490,land,Frankrijk
135274,naam,"locatie ""sardienendoos"" Poeljemarkt"
135274,adres,Poeljemarkt
135274,stad,Gent
135274,postcode,9000
135274,land,België
130956,naam,Stadsschouwburg Leuven
130956,adres,Bondgenotenlaan 21
130956,stad,Leuven
130956,postcode,3000
130956,land,België
135043,naam,Centrum Brussel 2000
135043,adres,Schildknaapstraat 50
135043,stad,Brussel
135043,postcode,1000
135043,land,België
139569,naam,Saint-Jean Baptiste Kerk
139569,adres,
139569,stad,Sint-Jans-Molenbeek
139569,postcode,None
139569,land,België
137111,naam,Buda kunstencentrum
137111,adres,None
137111,stad,Kortrijk
137111,postcode,8500
137111,land,België
134081,naam,De Koninklijke Jacht
134081,adres,Steenweg op Waver 1140
134081,stad,Oudergem
134081,postcode,1160
134081,land,België
133475,naam,Museum voor Schone Kunsten
133475,adres,LEOPOLD DE WAELPLAATS
133475,stad,Antwerpen
133475,postcode,2000
133475,land,België
134090,naam,La Coupole
134090,adres,Rue Jean-François Millet
134090,stad,Combs la Ville
134090,postcode,77380
134090,land,Frankrijk
132014,naam,Queen Elisabeth Hall
132014,adres,SOUTH BANK CENTRE
132014,stad,London
132014,postcode,SE18XX
132014,land,Groot-Brittannië
140395,naam,Theatre Tram
140395,adres,
140395,stad,Tokyo
140395,postcode,None
140395,land,Japan
130884,naam,Koninklijke Muntschouwburg
130884,adres,Muntplein
130884,stad,Brussel
130884,postcode,1000
130884,land,België
138406,naam,Ekscena
138406,adres,
138406,stad,Zagreb
138406,postcode,None
138406,land,Kroatië
139920,naam,Op locatie
139920,adres,
139920,stad,Zaragoza
139920,postcode,None
139920,land,Spanje
139122,naam,Théâtre Molière
139122,adres,Naamsepoortgalerij-Bolwerksquare 3
139122,stad,Brussel
139122,postcode,1050
139122,land,België
134223,naam,Mechels Miniatuur Teater - Bovenzaal
134223,adres,hanswijkstraat 63
134223,stad,Mechelen
134223,postcode,2800
134223,land,België
132514,naam,Gentse Feesten
132514,adres,Bij Sint-Jacobs 18
132514,stad,Gent
132514,postcode,9000
132514,land,België
134300,naam,ruimte onbekend
134300,adres,None
134300,stad,Brussel
134300,postcode,1000
134300,land,België
137929,naam,Performance Space
137929,adres,
137929,stad,Sydney
137929,postcode,None
137929,land,Australië
137000,naam,Huis van de Zorgelozen
137000,adres,Sint-Jansplein 13
137000,stad,Kortrijk
137000,postcode,8500
137000,land,België
137088,naam,Museum Plantin-Moretus/Prentenkabinet
137088,adres,Vrijdagmarkt 22-23
137088,stad,Antwerpen
137088,postcode,2000
137088,land,België
135075,naam,Netwerk 2
135075,adres,Houtkaai
135075,stad,Aalst
135075,postcode,9300
135075,land,België
137700,naam,Het Veem Theater
137700,adres,Van Diemenstraat 410
137700,stad,Amsterdam
137700,postcode,1013 CR
137700,land,Nederland
135675,naam,Künstlerhaus Mousonturm
135675,adres,Waldschmidtstraße 4
135675,stad,Frankfurt am Main
135675,postcode,60316
135675,land,Duitsland
133930,naam,Muhka
133930,adres,Leuvenstraat  32
133930,stad,Antwerpen
133930,postcode,2000
133930,land,België
134738,naam,Dansstudio Ultima Vez
134738,adres,Borrensstraat 34
134738,stad,Elsene
134738,postcode,1050
134738,land,België
139884,naam,O'Reilly Theatre
139884,adres,
139884,stad,Dublin
139884,postcode,None
139884,land,Ierland
132682,naam,Mechels Miniatuur Teater - Grote Zaal
132682,adres,HANSWIJCKSTRAAT 63-65
132682,stad,Mechelen
132682,postcode,2800
132682,land,België
139215,naam,Opera House
139215,adres,
139215,stad,Wellington
139215,postcode,None
139215,land,Nieuw-Zeeland
139296,naam,Prairietuin
139296,adres,Lange Gasthuisstraat 29/31
139296,stad,Antwerpen
139296,postcode,None
139296,land,België
134102,naam,CC De Oude Pastorij
134102,adres,Dorpsstraat 45
134102,stad,Kapellen
134102,postcode,2950
134102,land,België
137539,naam,Ballet National de Marseille
137539,adres,20 Bd de Gabès
137539,stad,Marseille
137539,postcode,13008
137539,land,Frankrijk
137774,naam,Theater Froe Froe
137774,adres,Namenstraat 7
137774,stad,Antwerpen
137774,postcode,2000
137774,land,België
138444,naam,la Friche La Belle de Mai
138444,adres,41 rue Jobin
138444,stad,Marseille
138444,postcode,13003
138444,land,Frankrijk
140006,naam,Watermans Art Centre
140006,adres,
140006,stad,London
140006,postcode,None
140006,land,Groot-Brittannië
134939,naam,ruimte onbekend
134939,adres,None
134939,stad,Belgrado
134939,postcode,None
134939,land,Servië en Montenegro
135620,naam,zaal platform
135620,adres,Meuleschettestraat 32
135620,stad,Aalst
135620,postcode,9300
135620,land,België
130935,naam,CC Palethe
130935,adres,Jeugdlaan 2
130935,stad,Overpelt
130935,postcode,3900
130935,land,België
138251,naam,Ensorinstituut
138251,adres,Gen. jungbluthlaan 4
138251,stad,Oostende
138251,postcode,8400
138251,land,België
139344,naam,Sapporo Geibunkan
139344,adres,
139344,stad,Sapporo
139344,postcode,None
139344,land,Japan
137861,naam,The New Museum
137861,adres,
137861,stad,New York
137861,postcode,None
137861,land,Verenigde Staten van Amerika
139797,naam,Verpleeghuis De Die
139797,adres,
139797,stad,Amsterdam
139797,postcode,None
139797,land,Nederland
137106,naam,Repetitieruimte tg Stan
137106,adres,Hessenplein 2
137106,stad,Antwerpen
137106,postcode,2000
137106,land,België
137936,naam,op locatie
137936,adres,
137936,stad,Anderlecht
137936,postcode,None
138594,naam,Op de site Villa Roussel bij het Jukeboxmuseum
138594,adres,Wervikstraat 192
138594,stad,Menen
138594,postcode,8930
138594,land,België
137117,naam,CarriageWorks
137117,adres,245 Wilson Street
137117,stad,"Eveleigh, Sydney"
137117,postcode,NSW 2015
137117,land,Australië
138656,naam,Theater Tartaar
138656,adres,F. Baetennsstraat 55
138656,stad,Lennik
138656,postcode,1750
138656,land,België
140089,naam,Ertzberg
140089,adres,
140089,stad,Leuven
140089,postcode,None
140089,land,België
133380,naam,Concertstudio
133380,adres,CONSERVATORIUMPLEIN 1
133380,stad,Kortrijk
133380,postcode,8500
133380,land,België
133964,naam,CC Jan Tervaert
133964,adres,Kaaiplein 34
133964,stad,Hamme
133964,postcode,9220
133964,land,België
138800,naam,Tutti Fratelli
138800,adres,Lange Gasthuisstraat 26
138800,stad,Antwerpen
138800,postcode,2000
138800,land,België
137919,naam,De Theatergarage
137919,adres,Bouwhandelstraat 72
137919,stad,Borgerhout
137919,postcode,2140
137919,land,België
138132,naam,Théâtre de l’Oiseau-Mouche
138132,adres,
138132,stad,Roubaix
138132,postcode,None
138132,land,Frankrijk
139480,naam,Opera House
139480,adres,
139480,stad,Ho Chi Minhstad
139480,postcode,None
139480,land,Vietnam
130967,naam,GC Ten Weyngaert
130967,adres,Bondgenotenstraat 54
130967,stad,Vorst
130967,postcode,1190
130967,land,België
134000,naam,Centro Cultural de Belém
134000,adres,Praça de imério
134000,stad,Lisboa
134000,postcode,1400
134000,land,Portugal
137084,naam,De oude kapel
137084,adres,Eikenlaan
137084,stad,Winterslag
137084,postcode,3600
137084,land,België
138091,naam,op locatie
138091,adres,
138091,stad,Eijsden
138091,postcode,None
138091,land,Nederland
132631,naam,Gulbenkian
132631,adres,None
132631,stad,Lisboa
132631,postcode,None
132631,land,Portugal
133622,naam,Théâtre Marni
133622,adres,rue de Vergnies 25
133622,stad,Elsene
133622,postcode,1050
133622,land,België
135092,naam,Synagoge Uilenberg
135092,adres,None
135092,stad,Amsterdam
135092,postcode,None
135092,land,Nederland
139158,naam,Garage29
139158,adres,Moerkerkestraat 29
139158,stad,Schaarbeek
139158,postcode,1030
139158,land,België
137182,naam,Théâtre le Quai
137182,adres,17 rue de la Tannerie
137182,stad,Angers
137182,postcode,49101
137182,land,Frankrijk
139513,naam,Lincoln Performing Arts Center
139513,adres,
139513,stad,Lincoln
139513,postcode,None
139513,land,Groot-Brittannië
134163,naam,Koninklijk Conservatorium
134163,adres,Desguinlei 25
134163,stad,Antwerpen
134163,postcode,2018
134163,land,België
137091,naam,Stadsfeestzaal
137091,adres,Melsensstraat 38
137091,stad,Brussel
137091,postcode,1000
137091,land,België
138154,naam,Centre des arts pluriels
138154,adres,
138154,stad,Ettelbruck
138154,postcode,None
138154,land,Luxemburg 
132151,naam,La Samaritaine
132151,adres,Rue de la Samaritaine 16
132151,stad,Brussel
132151,postcode,1000
132151,land,België
139603,naam,Penitentiair Complex Brugge
139603,adres,Legeweg 200
139603,stad,Brugge
139603,postcode,8200
139603,land,België
135388,naam,ruimte onbekend
135388,adres,None
135388,stad,None
135388,postcode,None
135388,land,Onbekend
140443,naam,Huis van de Mens
140443,adres,
140443,stad,Gent (B)
140443,postcode,None
133990,naam,Mechels Miniatuur Teater
133990,adres,HANSWIJKSTRAAT 63
133990,stad,Mechelen
133990,postcode,2800
133990,land,België
140339,naam,"Cubitt Square, Stable Street, King's Cross"
140339,adres,
140339,stad,London
140339,postcode,None
140339,land,Groot-Brittannië
137021,naam,Cinema Tokio
137021,adres,Verlatstraat 16-22
137021,stad,Antwerpen
137021,postcode,2000
137021,land,België
140149,naam,"Loke Yew Hall, University Hong Kong"
140149,adres,
140149,stad,Hong Kong
140149,postcode,None
140149,land,Hong Kong
135297,naam,Downstairs Belvoir Street Theatre
135297,adres,None
135297,stad,Sydney
135297,postcode,NSW 2040
135297,land,Australië
134219,naam,Théâtre de l'Olivier
134219,adres,Boulevard Léon Blum
134219,stad,Istres
134219,postcode,13800
134219,land,Frankrijk
139675,naam,IPAY - International Performing Arts of Youth
139675,adres,
139675,stad,Philadelphia
139675,postcode,None
139675,land,Verenigde Staten van Amerika
138188,naam,Amphithéâtre d'O / Printemps des comédiens 
138188,adres,Association Loi 1901
138188,stad,Montpellier
138188,postcode,None
138188,land,Frankrijk
138623,naam,Grand Saint-Jean
138623,adres,4855 Chemin du Grand Saint-Jean
138623,stad,Aix-en-Provence
138623,postcode,13540
138623,land,Frankrijk
138496,naam,Winchester Street Theatre
138496,adres,
138496,stad,Toronto
138496,postcode,None
138496,land,Canada
136032,naam,Atheneum Rooseveltplaats
136032,adres,Osystraat
136032,stad,Antwerpen
136032,postcode,2018
136032,land,België
135379,naam,op locatie
135379,adres,None
135379,stad,Wilrijk
135379,postcode,2610
135379,land,België
137196,naam,Tou Scene
137196,adres,Lervigsvn.22
137196,stad,Stavanger
137196,postcode,4093
137196,land,Noorwegen
136962,naam,Cinquième salle de la Place des Arts
136962,adres,"175, rue Ste-Catherine"
136962,stad,Montréal
136962,postcode,None
136962,land,Canada
133422,naam,CC Zwaneberg
133422,adres,Bergstraat z/n
133422,stad,Heist-op-den-Berg
133422,postcode,2220
133422,land,België
138673,naam,CC Deurne
138673,adres,
138673,stad,Deurne
138673,postcode,None
138673,land,België
139041,naam,De Bordenhal
139041,adres,
139041,stad,Maastricht
139041,postcode,None
139041,land,Nederland
137164,naam,Scheltema
137164,adres,Marktsteeg  1
137164,stad,Leiden
137164,postcode,2312 CS
137164,land,Nederland
130871,naam,Koninklijk Jeugdtheater
130871,adres,MEISTRAAT 2
130871,stad,Antwerpen
130871,postcode,2000
130871,land,België
133768,naam,CC Ter Vesten
133768,adres,Gravenplein 2
133768,stad,Beveren-Waas
133768,postcode,9120
133768,land,België
133556,naam,GC De Kam
133556,adres,Beekstraat 172
133556,stad,Wezembeek-Oppem
133556,postcode,1970
133556,land,België
139691,naam,Eikelstraat 31
139691,adres,
139691,stad,Berchem
139691,postcode,None
139691,land,België
139670,naam,GC De Route
139670,adres,
139670,stad,Sint-Gillis-Waas
139670,postcode,None
139670,land,België
139615,naam,Tjarnarbio
139615,adres,
139615,stad,Reykjavik
139615,postcode,None
139615,land,IJsland
131226,naam,Orangerie Herrenhausen
131226,adres,Herrenhäuser Straße 3
131226,stad,Hannover
131226,postcode,3000
131226,land,Duitsland
140274,naam,Teater V
140274,adres,
140274,stad,Valby
140274,postcode,None
140274,land,Denemarken
139834,naam,Marschallgasse
139834,adres,
139834,stad,Graz
139834,postcode,None
139834,land,Oostenrijk
139276,naam,Theaterplein
139276,adres,
139276,stad,Antwerpen
139276,postcode,None
139276,land,België
134752,naam,Düsseldorfer Schauspielhaus
134752,adres,Gustaf-Gründgens-Platz 1
134752,stad,Düsseldorf
134752,postcode,None
134752,land,Duitsland
134165,naam,Théâtre L'Arsenic
134165,adres,"57, rue de Genève"
134165,stad,Lausanne
134165,postcode,1044
134165,land,Zwitserland
140277,naam,Wellspring Theater
140277,adres,
140277,stad,Taipei
140277,postcode,None
140277,land,Taiwan (Chinese Rep.)
139688,naam,Arkadas Theater
139688,adres,
139688,stad,Köln
139688,postcode,None
139688,land,Duitsland
134110,naam,Le vivat
134110,adres,Place du Général de Gaulle
134110,stad,Armentières
134110,postcode,59280
134110,land,Frankrijk
130997,naam,De Pianofabriek
130997,adres,Fortstraat 35 A
130997,stad,Sint-Gillis
130997,postcode,1060
130997,land,België
135293,naam,Studio Michèle Anne De Mey
135293,adres,None
135293,stad,Brussel
135293,postcode,1000
135293,land,België
136055,naam,Théâtre du Jeu de Paume
136055,adres,rue de l'Opéra
136055,stad,Aix-en-Provence
136055,postcode,13100
136055,land,Frankrijk
135042,naam,Baltic House
135042,adres,None
135042,stad,Sint-Petersburg
135042,postcode,None
135042,land,Federatie van Rusland
136785,naam,Casa d'Os Dias da Agua
136785,adres,None
136785,stad,Lisboa
136785,postcode,None
136785,land,Portugal
133169,naam,Fakkelteater - Zwarte Zaal
133169,adres,Reyndersstraat 7
133169,stad,Antwerpen
133169,postcode,2000
133169,land,België
135757,naam,RUG-serre plantentuin
135757,adres,None
135757,stad,Gent
135757,postcode,9000
135757,land,België
136794,naam,KTA Zwijndrecht
136794,adres,Scheldedijk 20
136794,stad,Zwijndrecht
136794,postcode,None
136794,land,België
136329,naam,Beatrijslaan Linkeroever
136329,adres,None
136329,stad,Antwerpen
136329,postcode,None
136329,land,België
133284,naam,Arcatheater zolder
133284,adres,Sint-Widowstraat 4
133284,stad,Gent
133284,postcode,9000
133284,land,België
134356,naam,ruimte onbekend
134356,adres,None
134356,stad,Toulouse
134356,postcode,31000
134356,land,Frankrijk
134579,naam,Fred Engelenzaal
134579,adres,None
134579,stad,Antwerpen
134579,postcode,2000
134579,land,België
131035,naam,Stadsschouwburg Antwerpen
131035,adres,MEISTRAAT 2
131035,stad,Antwerpen
131035,postcode,2000
131035,land,België
138170,naam,Oude Brico
138170,adres,Blaisantvest
138170,stad,Gent
138170,postcode,None
135662,naam,De Tobbe
135662,adres,None
135662,stad,Voorburg
135662,postcode,None
135662,land,Nederland
139264,naam,Culture Station Seoul RTO Performance Hall
139264,adres,
139264,stad,Seoul
139264,postcode,None
139264,land,Republiek Korea
136743,naam,Centre Dramatique National - Montreuil
136743,adres,"26, place Jean Jaurès"
136743,stad,Montreuil
136743,postcode,93100
136743,land,Frankrijk
137008,naam,Nieuwbouw Vibro Welfsels
137008,adres,Schijnpoortweg z/n
137008,stad,Merksem
137008,postcode,2170
137008,land,België
138333,naam,Zuiderkroon
138333,adres,
138333,stad,Antwerpen
138333,postcode,None
139604,naam,Gymnase du Lycée Aubanel
139604,adres,
139604,stad,Avignon
139604,postcode,None
139604,land,Frankrijk
134914,naam,Locatie in Sint-Amandsberg
134914,adres,Engelbert Van Arenbergstraat 71b
134914,stad,Sint-Amandsberg
134914,postcode,9040
134914,land,België
138257,naam,Kartuizerinnenkapel
138257,adres,
138257,stad,Brugge
138257,postcode,None
138257,land,België
139836,naam,Biblioteca Conuale A. Baldini
139836,adres,
139836,stad,Santarcangelo di Romagna
139836,postcode,None
139836,land,Italië
133721,naam,Theater Kumulus
133721,adres,Herbenusstraat 89
133721,stad,Maastricht
133721,postcode,6211 RB
133721,land,Nederland
139982,naam,Festival Le Grand Bain
139982,adres,
139982,stad,Cran-Gevrier
139982,postcode,None
139982,land,Frankrijk
135407,naam,St. Jozefinstituut
135407,adres,None
135407,stad,Tielt
135407,postcode,8700
135407,land,België
139433,naam,De Troubadour
139433,adres,
139433,stad,Bissegem
139433,postcode,None
139433,land,België
140100,naam,Fundacja Teatru Matego Widza
140100,adres,
140100,stad,Warsaw
140100,postcode,None
140100,land,Polen
140017,naam,Wohnzimmer
140017,adres,
140017,stad,Hannover
140017,postcode,None
140017,land,Duitsland
139849,naam,Watertoren
139849,adres,
139849,stad,Groningen
139849,postcode,None
139849,land,Nederland
139330,naam,Ophelia Tent
139330,adres,
139330,stad,Groningen
139330,postcode,None
139330,land,Nederland
139998,naam,Noordbrabants Museum
139998,adres,
139998,stad,Den Bosch
139998,postcode,None
139998,land,Nederland
138451,naam,Galery SIGN
138451,adres,Winschoterkade 10
138451,stad,Groningen
138451,postcode,9711 EA
138451,land,Nederland
138717,naam,Charliermuseum
138717,adres,Kunstlaan 16
138717,stad,Sint-Joost-ten-Node
138717,postcode,1210
138717,land,België
135367,naam,Théâtre des Bernardines
135367,adres,None
135367,stad,Marseille
135367,postcode,None
135367,land,Frankrijk
131219,naam,Centrum Ter Rivieren
131219,adres,Frans Messingstraat 36
131219,stad,Deurne
131219,postcode,2100
131219,land,België
140123,naam,Sint-Machariuskerk
140123,adres,
140123,stad,Gent
140123,postcode,None
140123,land,België
131256,naam,Parochiezaal Ons Huis
131256,adres,None
131256,stad,Leuven
131256,postcode,3000
131256,land,België
138787,naam,Oude HTS gebouw Heerlen
138787,adres,
138787,stad,Heerlen
138787,postcode,None
138787,land,Nederland
137817,naam,Magic Land Théâtre
137817,adres,d'Hoogvorststraat 8-14
137817,stad,Brussel
137817,postcode,1030
137817,land,België
137135,naam,Centre Culturel Français de Kinshasa
137135,adres,Halle de la Gombe
137135,stad,Kinshasa
137135,postcode,None
137135,land,Democratische Republiek Congo
130852,naam,De Brakke Grond
130852,adres,Nes 45
130852,stad,Amsterdam
130852,postcode,1012 KD
130852,land,Nederland
131349,naam,ruimte onbekend
131349,adres,None
131349,stad,Gent
131349,postcode,9000
131349,land,België
139885,naam,Sagra Musicale Malatestiana
139885,adres,
139885,stad,Rimini
139885,postcode,None
139885,land,Italië
139878,naam,Locatie onbekend
139878,adres,
139878,stad,Wortegem-Petegem
139878,postcode,9790
139878,land,België
136926,naam,Flavoria
136926,adres,Vooruitgangstraat 323 bus 12
136926,stad,Schaarbeek
136926,postcode,1030
136926,land,België
134872,naam,Théâtre de Charleville-Mézières
134872,adres,
134872,stad,Charleville-Mézières
134872,postcode,None
134872,land,Frankrijk
135713,naam,Tweebronnen-bibliotheek
135713,adres,Rijschoolstraat 4/101
135713,stad,Leuven
135713,postcode,3000
135713,land,België
137505,naam,Dance factory
137505,adres,10 Henry Nxumalo Street
137505,stad,Johannesburg
137505,postcode,None
137505,land,Zuid-Afrika
137709,naam,Ballhof Eins
137709,adres,None
137709,stad,Hannover
137709,postcode,None
137709,land,Duitsland
134152,naam,Théâtre de Sartrouville
134152,adres,Place Jacques Brel
134152,stad,Sartrouville
134152,postcode,78500
134152,land,Frankrijk
134859,naam,Maison de la Bellone
134859,adres,None
134859,stad,Brussel
134859,postcode,1000
134859,land,België
130924,naam,CC De Schakel
130924,adres,Schakelstraat 8
130924,stad,Waregem
130924,postcode,8790
130924,land,België
138744,naam,Leopoldpark
138744,adres,
138744,stad,Oostende
138744,postcode,None
138744,land,België
136132,naam,Illusie
136132,adres,None
136132,stad,None
136132,postcode,None
136132,land,België
137161,naam,Jongensinternaat
137161,adres,Monseigneur Van Waeyenberghlaan 21
137161,stad,Leuven
137161,postcode,3000
137161,land,België
136665,naam,Grieghallen
136665,adres,Edvard Griegs plass 1
136665,stad,Bergen
136665,postcode,5015
136665,land,Noorwegen
134403,naam,Le Maillon
134403,adres,"7, Place Adrien Zeller"
134403,stad,Strasbourg
134403,postcode,None
134403,land,Frankrijk
134184,naam,Scène Nationale Sète
134184,adres,"67, Place François Mitterand"
134184,stad,Chambéry
134184,postcode,73001
134184,land,Frankrijk
139525,naam,CC 't Kerkske
139525,adres,
139525,stad,Kapellen
139525,postcode,None
139525,land,België
138099,naam,Codarts dansacademie
138099,adres,
138099,stad,Rotterdam
138099,postcode,None
138099,land,Nederland
133929,naam,Pittsburgh Children's Festival of Performing Arts
133929,adres,None
133929,stad,onbekend
133929,postcode,None
133929,land,Verenigde Staten van Amerika
136003,naam,De Pit
136003,adres,Platteput 14
136003,stad,Buggenhout
136003,postcode,9255
136003,land,België
135195,naam,Recyclart
135195,adres,Ursulinenstraat 25
135195,stad,Brussel
135195,postcode,1000
135195,land,België
131111,naam,Monty
131111,adres,MONTIGNYSTRAAT 3
131111,stad,Antwerpen
131111,postcode,2018
131111,land,België
130975,naam,CC Lanaken
130975,adres,Aan de Engelse Hof 10
130975,stad,Lanaken
130975,postcode,3620
130975,land,België
135963,naam,Op locatie
135963,adres,None
135963,stad,Boom
135963,postcode,None
135963,land,België
132395,naam,ruimte onbekend
132395,adres,None
132395,stad,Winterswijk
132395,postcode,None
132395,land,Nederland
137010,naam,Parking vroegere Stedelijke Bibliotheek
137010,adres,Lange Nieuwstraat 105
137010,stad,Antwerpen
137010,postcode,2000
137010,land,België
138672,naam,Teatro Comunale di Bologna
138672,adres,
138672,stad,Bologna
138672,postcode,None
138672,land,Italië
135710,naam,Leopoldstraat 31A
135710,adres,None
135710,stad,Antwerpen
135710,postcode,2000
135710,land,België
132537,naam,Stuc - Vlam
132537,adres,Vlamingenstraat 83
132537,stad,Leuven
132537,postcode,3000
132537,land,België
130850,naam,Théâtre National de la Colline
130850,adres,15-17 RUE MALTE BRUN
130850,stad,Paris
130850,postcode,75020
130850,land,Frankrijk
134758,naam,Chalon-sur-Saône
134758,adres,None
134758,stad,Châlon-sur-Saône
134758,postcode,None
134758,land,Frankrijk
139703,naam,Lennox Theatre/Riverside Theatre
139703,adres,
139703,stad,Sydney
139703,postcode,None
139703,land,Australië
130928,naam,GC De Bosuil
130928,adres,Witherendreef 1
130928,stad,Jesus-Eik
130928,postcode,3090
130928,land,België
136177,naam,Op locatie
136177,adres,None
136177,stad,Utrecht
136177,postcode,None
136177,land,Nederland
136547,naam,Maison de la Culture Famenne-Ardenne
136547,adres,"Chaussée de lOurthe, 74"
136547,stad,Marche-en-Famenne
136547,postcode,6900
136547,land,België
137863,naam,op locatie
137863,adres,
137863,stad,Antwerpen
137863,postcode,None
137863,land,België
137816,naam,Theater aan de Stroom
137816,adres,Ijzerenwaag
137816,stad,Antwerpen
137816,postcode,2000
137816,land,België
139710,naam,Espace Magh
139710,adres,Priemstraat 17
139710,stad,Brussel
139710,postcode,1000
139710,land,België
140309,naam,Sportchurch - Cinema Hall
140309,adres,
140309,stad,Rakvere
140309,postcode,None
140309,land,Estland
134748,naam,CC Casino Koksijde - Theaterzaal
134748,adres,Casinoplein 10/11
134748,stad,Koksijde
134748,postcode,8670
134748,land,België
136768,naam,Süd
136768,adres,None
136768,stad,Zürich
136768,postcode,None
136768,land,Zwitserland
133519,naam,CC De Werft
133519,adres,Werft 32
133519,stad,Geel
133519,postcode,2440
133519,land,België
139980,naam,Dienstencentrum Oversnes
139980,adres,
139980,stad,Wilrijk
139980,postcode,None
139980,land,België
138889,naam,Grasplein
138889,adres,Lege Weg
138889,stad,Sint-Andries (Brugge)
138889,postcode,None
138889,land,België
139407,naam,Bleekerseiland
139407,adres,
139407,stad,Meppel
139407,postcode,None
139407,land,Nederland
138982,naam,Südpol
138982,adres,
138982,stad,Luzern
138982,postcode,None
138982,land,Zwitserland
138793,naam,Assitej
138793,adres,
138793,stad,Kristiansand
138793,postcode,None
138793,land,Noorwegen
133233,naam,CC Vlezenbeek
133233,adres,None
133233,stad,Vlezenbeek
133233,postcode,1602
133233,land,België
138131,naam,Trappenhuis
138131,adres,
138131,stad,Gent
138131,postcode,9000
138131,land,België
132258,naam,CC De Velinx
132258,adres,Dijk 111 bus 2
132258,stad,Tongeren
132258,postcode,3700
132258,land,België
137023,naam,voormalig rusthuis OLV van Bijstand
137023,adres,Wijngaardstraat 41
137023,stad,Kortrijk
137023,postcode,8500
137023,land,België
134279,naam,De Expeditie
134279,adres,St.-Salvatorstraat 16
134279,stad,Gent
134279,postcode,9000
134279,land,België
140175,naam,United-C
140175,adres,
140175,stad,Eindhoven
140175,postcode,None
140175,land,Nederland
140191,naam,Machsan 2
140191,adres,
140191,stad,Jaffa
140191,postcode,None
140191,land,Israël
139958,naam,A. Lavalléestraat 141
139958,adres,
139958,stad,Brussel
139958,postcode,1080
139958,land,België
