premierelocatie_id,relatie,value
137138,naam,Bloemmolens
137138,adres,Brugstraat 8
137138,stad,Antwerpen
137138,postcode,2060
137138,land,België
140087,naam,Loods Terbekehof
140087,adres,
140087,stad,Wilrijk
140087,postcode,None
140087,land,België
137950,naam,ruimte onbekend
137950,adres,
137950,stad,New Jersey
137950,postcode,None
137950,land,Verenigde Staten van Amerika
138391,naam,Vrijstaat O.
138391,adres,Zeedijk 10
138391,stad,Oostende
138391,postcode,8400
138391,land,België
135564,naam,Frietmakerij Berghmans
135564,adres,Slachthuislaan 11
135564,stad,Antwerpen
135564,postcode,2000
135564,land,België
133567,naam,DE MAAN
133567,adres,Minderbroedersgang 1 & 3
133567,stad,Mechelen
133567,postcode,2800
133567,land,België
133477,naam,Centre Dram. Wall. Enfance Jeunesse
133477,adres,Rue des Canadiens 83
133477,stad,Strépy-Bracquegnies
133477,postcode,7110
133477,land,België
132198,naam,ruimte onbekend
132198,adres,None
132198,stad,Barcelona
132198,postcode,None
132198,land,Spanje
132118,naam,ruimte onbekend
132118,adres,None
132118,stad,Manchester
132118,postcode,None
132118,land,Groot-Brittannië
134728,naam,La Filature - Scène Nationale
134728,adres,"20, Allée Nathan Katz"
134728,stad,Mulhouse
134728,postcode,68090
134728,land,Frankrijk
138916,naam,sommer.bar
138916,adres,
138916,stad,Berlin
138916,postcode,None
138916,land,Duitsland
138747,naam,Kampnagel - K1
138747,adres,
138747,stad,Hamburg
138747,postcode,None
138747,land,Duitsland
135722,naam,Café Venetië
135722,adres,None
135722,stad,Borgerhout
135722,postcode,2140
135722,land,België
134823,naam,Le Petit Théâtre Mercelis
134823,adres,Mercelisstraat 3
134823,stad,Elsene
134823,postcode,1050
134823,land,België
134009,naam,Teatro alla Scala
134009,adres,
134009,stad,Milano
134009,postcode,None
134009,land,Italië
139744,naam,Station Brussel-Congres/Gare de Bruxelles-Congrès
139744,adres,
139744,stad,Brussel
139744,postcode,None
139744,land,België
136833,naam,Centre culturel Jean Moulin
136833,adres,"76, rue des Sagnes-Beaubreuil"
136833,stad,Limoges
136833,postcode,None
136833,land,Frankrijk
135229,naam,Locatie: Helmstraat 88
135229,adres,Helmstraat 88
135229,stad,Borgerhout
135229,postcode,2140
135229,land,België
140127,naam,Les Berges de Vessy
140127,adres,
140127,stad,Genève
140127,postcode,None
140127,land,Zwitserland
138998,naam,The Public Theater
138998,adres,
138998,stad,New York
138998,postcode,None
138998,land,Verenigde Staten van Amerika
138659,naam,Maria Hendrikapark
138659,adres,
138659,stad,Oostende
138659,postcode,None
138659,land,België
137279,naam,Caïro
137279,adres,None
137279,stad,Caïro
137279,postcode,None
137279,land,Egypte
140312,naam,ITSE Molari
140312,adres,
140312,stad,Santarcangelo
140312,postcode,None
140312,land,Italië
136463,naam,Grote Kerk van Breda
136463,adres,Kerkplein 2
136463,stad,Breda
136463,postcode,4801 BA
136463,land,Nederland
132195,naam,ruimte onbekend
132195,adres,None
132195,stad,Hasselt
132195,postcode,3500
132195,land,België
133933,naam,Koninklijk Atheneum Oudenaarde
133933,adres,Fortstraat 47
133933,stad,Oudenaarde
133933,postcode,9700
133933,land,België
137942,naam,Museum M
137942,adres,
137942,stad,Leuven
137942,postcode,None
137942,land,België
139687,naam,Duinstraat 124
139687,adres,
139687,stad,Borgerhout
139687,postcode,None
139687,land,België
135238,naam,Kapel Abdij Maagdendale
135238,adres,None
135238,stad,Oudenaarde
135238,postcode,None
135238,land,België
135166,naam,Zaal Moretus
135166,adres,Berkenrodelei 32
135166,stad,Hoboken
135166,postcode,2660
135166,land,België
136413,naam,HAU Hebbel Am Ufer
136413,adres,Hallesches ufer 32
136413,stad,Berlin
136413,postcode,10963
136413,land,Duitsland
137185,naam,Muziekgebouw aan 't IJ
137185,adres,Piet Heinkade 1
137185,stad,Amsterdam
137185,postcode,1019 BR
137185,land,Nederland
139088,naam,Broome Civic Centre - Pigram Garden Theatre
139088,adres,
139088,stad,Broome
139088,postcode,None
139088,land,Australië
131915,naam,ruimte onbekend
131915,adres,None
131915,stad,Lille
131915,postcode,None
131915,land,Frankrijk
130942,naam,T'HOOGT Theater
130942,adres,HOOGT 4
130942,stad,Utrecht
130942,postcode,3512GW
130942,land,Nederland
136658,naam,Carrière de Boulbon
136658,adres,"Cloître Saint-Louis 20, rue du Portail Boquier"
136658,stad,Avignon
136658,postcode,84000
136658,land,Frankrijk
131381,naam,Kampnagel Fabrik
131381,adres,Jarrestr. 24
131381,stad,Hamburg
131381,postcode,2000
131381,land,Duitsland
137141,naam,BRONKS
137141,adres,Varkensmarkt 15-17
137141,stad,Brussel
137141,postcode,1000
137141,land,België
139911,naam,Ronde Tafelhuis
139911,adres,
139911,stad,Tilburg
139911,postcode,None
139911,land,Nederland
139146,naam,Madam Fortuna - Werkplaats voor Kunsten
139146,adres,
139146,stad,Borgerhout
139146,postcode,None
139146,land,België
131170,naam,Muntplein
131170,adres,
131170,stad,Brussel
131170,postcode,None
131170,land,België
140075,naam,Neerlandhof
140075,adres,
140075,stad,Wilrijk
140075,postcode,None
140075,land,België
133497,naam,Zuilenzaal - Arenberginstituut
133497,adres,NAAMSESTRAAT 96
133497,stad,Leuven
133497,postcode,3000
133497,land,België
134393,naam,Paradiso
134393,adres,None
134393,stad,Amsterdam
134393,postcode,None
134393,land,Nederland
134518,naam,Predikherenkerk Leuven
134518,adres,O.L. Vrouwstraat
134518,stad,Leuven
134518,postcode,3000
134518,land,België
135597,naam,MaZ (Magdalenazaal)
135597,adres,Magdalenastraat 27
135597,stad,Brugge
135597,postcode,8200
135597,land,België
135800,naam,Op locatie
135800,adres,None
135800,stad,Hasselt
135800,postcode,None
135800,land,België
133409,naam,KNS - STUDIO
133409,adres,THEATERPLEIN
133409,stad,Antwerpen
133409,postcode,2000
133409,land,België
133956,naam,Schauspielhaus Bochum
133956,adres,None
133956,stad,Bochum
133956,postcode,None
133956,land,Duitsland
133174,naam,Centre Culturel Jacques Franck
133174,adres,CHAUSSEE DE WATERLOO 94
133174,stad,Saint Gilles
133174,postcode,1060
133174,land,België
135761,naam,Volksbühne am Rosa-Luxemburg-Platz
135761,adres,Linienstraße 227
135761,stad,Berlin
135761,postcode,10178
135761,land,Duitsland
137490,naam,Théâtre d'Arles
137490,adres,Boulevard G. Clémenceau
137490,stad,Arles
137490,postcode,13200
137490,land,Frankrijk
133486,naam,Balkonzaal van de Werkhuizen
133486,adres,WERKHUIZENSTRAAT 3-5
133486,stad,Molenbeek
133486,postcode,1080
133486,land,België
138638,naam,Luxemburg
138638,adres,Somméstraat 49
138638,stad,Antwerpen
138638,postcode,2060
138638,land,België
136884,naam,Port Arthurlaan
136884,adres,Port Arthurlaan 100
136884,stad,Gent
136884,postcode,9000
136884,land,België
135080,naam,Stadhuis Mechelen
135080,adres,Grote Markt 21
135080,stad,Mechelen
135080,postcode,2800
135080,land,België
137712,naam,cc René Magritte
137712,adres,rue de la Déportation
137712,stad,Lessines
137712,postcode,7860
137712,land,België
134749,naam,Vedetorium
134749,adres,Kluizeplein 8
134749,stad,Lier
134749,postcode,2500
134749,land,België
138213,naam,The Student Centre
138213,adres,Savska cesta 25
138213,stad,Zagreb
138213,postcode,None
138213,land,Kroatië
138870,naam,Nikolaisaal
138870,adres,
138870,stad,Potsdam
138870,postcode,None
138870,land,Duitsland
139556,naam,Brugfestival(in de buurt van het Frederik Van Eedenplein)
139556,adres,
139556,stad,Antwerpen
139556,postcode,None
139556,land,België
139410,naam,Molenpoort
139410,adres,
139410,stad,Hasselt
139410,postcode,None
139410,land,België
133368,naam,Mechelen - Garage
133368,adres,
133368,stad,Mechelen
133368,postcode,2800
133368,land,België
133357,naam,Sint-Baafs Abdij
133357,adres,GANDASTRAAT 7
133357,stad,Gent
133357,postcode,9000
133357,land,België
131784,naam,De Markten
131784,adres,Oude Graanmarkt 5
131784,stad,Brussel
131784,postcode,1000
131784,land,België
132306,naam,Nieuw Ringtheater
132306,adres,PASTORIJSTRAAT 23
132306,stad,Antwerpen
132306,postcode,2060
132306,land,België
135921,naam,Mu-zee-um
135921,adres,Wapenplein z/n
135921,stad,Oostende
135921,postcode,8400
135921,land,België
136636,naam,Oude liftenfabriek Thiery
136636,adres,Lange Van Bloerstraat 137
136636,stad,Antwerpen-Noord
136636,postcode,2000
136636,land,België
133514,naam,Theater de Waanzin
133514,adres,Nieuwe Vaart 118
133514,stad,Gent
133514,postcode,9000
133514,land,België
134083,naam,Kleine Concertzaal - Koninklijk Conservatorium Bru
134083,adres,Kleine Zavel 5
134083,stad,Brussel
134083,postcode,1000
134083,land,België
135419,naam,ruimte onbekend
135419,adres,None
135419,stad,Benicassim
135419,postcode,None
135419,land,Spanje
140261,naam,Du Mas Dieu
140261,adres,
140261,stad,Montarnaud
140261,postcode,None
140261,land,Frankrijk
139799,naam,I.D.P.
139799,adres,
139799,stad,Oostende
139799,postcode,None
139799,land,België
138435,naam,op locatie
138435,adres,
138435,stad,Mortsel
138435,postcode,2640
138435,land,België
138226,naam,Theatersaal
138226,adres,
138226,stad,Berlin
138226,postcode,None
138226,land,Duitsland
134056,naam,Het Bedrijf
134056,adres,Leopold II-laan 9a
134056,stad,Oostduinkerke
134056,postcode,8670
134056,land,België
133991,naam,Sint Ceciliazaal
133991,adres,None
133991,stad,Onze-Lieve-Vrouw Waver
133991,postcode,None
133991,land,België
140336,naam,Kattendijkdok
140336,adres,
140336,stad,Antwerpen
140336,postcode,None
140336,land,België
138475,naam,Arko Arts Theater
138475,adres,1-111 Dongsung dong
138475,stad,Seoul
138475,postcode,None
138475,land,Japan
138873,naam,Het Entrepot
138873,adres,
138873,stad,Brugge
138873,postcode,None
138873,land,België
139558,naam,Marien Station
139558,adres,
139558,stad,Oostende
139558,postcode,None
139558,land,België
139374,naam,Henham Park
139374,adres,
139374,stad,Suffolk
139374,postcode,None
139374,land,Groot-Brittannië
135660,naam,cc De Bosuil
135660,adres,Witherendreef 1
135660,stad,Jezus-Eik (Overijse)
135660,postcode,3090
135660,land,België
135604,naam,Kasteel van Widooie
135604,adres,None
135604,stad,Tongeren
135604,postcode,None
135604,land,België
137885,naam,The Finnish National Theatre
137885,adres,Läntinen Teatterikuja 1
137885,stad,Helsinki
137885,postcode,00100 Helsinki
137885,land,Finland
139431,naam,GC De Kluize
139431,adres,
139431,stad,Oosterzele
139431,postcode,None
139431,land,België
133566,naam,Het gouden hoofd
133566,adres,Slachthuisstraat 104
133566,stad,Gent
133566,postcode,9000
133566,land,België
135866,naam,Kunstencentrum Tor
135866,adres,André Dumontlaan 2
135866,stad,Genk
135866,postcode,3600
135866,land,België
134766,naam,ruimte onbekend
134766,adres,None
134766,stad,Hannover
134766,postcode,None
134766,land,Duitsland
137472,naam,Ciné Rialto
137472,adres,Langestraat 39
137472,stad,Oostende
137472,postcode,8400
137472,land,België
137922,naam,NorrlandsOperan
137922,adres,Operaplan 5
137922,stad,Umeå
137922,postcode,901 08
137922,land,Zweden
135707,naam,Theaterzaal Corso
135707,adres,Diestsestraat 253
135707,stad,Leuven
135707,postcode,3000
135707,land,België
137893,naam,Théâtre du Merlan
137893,adres,Avenue Raimu BP 153
137893,stad,Marseille
137893,postcode,13307
137893,land,Frankrijk
133919,naam,Bieselenbergmolen
133919,adres,Tervarent 29
133919,stad,Herzele
133919,postcode,9550
133919,land,België
132216,naam,Koninklijke Poppenschouwburg Van Campen
132216,adres,LANGE NIEUWSTRAAT 3
132216,stad,Antwerpen
132216,postcode,2000
132216,land,België
133996,naam,Kleuterschool Zele
133996,adres,None
133996,stad,Zele
133996,postcode,None
133996,land,België
136985,naam,Centre National de la Danse
136985,adres,Rue Victor Hugo 1
136985,stad,Pantin
136985,postcode,93507
136985,land,Frankrijk
139255,naam,Teatro Sérgio Porto
139255,adres,
139255,stad,Rio de Janeiro
139255,postcode,None
139255,land,Brazilië
137450,naam,ARGEkultur Salzburg
137450,adres,Josef-Preis-Allee 16
137450,stad,Salzburg
137450,postcode,5020
137450,land,Oostenrijk
137923,naam,ruimte onbekend
137923,adres,
137923,stad,Watou
137923,postcode,None
137093,naam,Teatre Fortuny
137093,adres,None
137093,stad,Reus
137093,postcode,None
137093,land,Spanje
139460,naam,Spots op West
139460,adres,
139460,stad,Westouter
139460,postcode,None
139460,land,België
133560,naam,Rataplan Theaterwerkplaats
133560,adres,Rodenbachstraat 19B
133560,stad,Borgerhout
133560,postcode,2140
133560,land,België
136061,naam,Theater im Pfalzbau
136061,adres,None
136061,stad,Ludwigshafen
136061,postcode,None
136061,land,Duitsland
137100,naam,Shoppingcenter Zuid
137100,adres,Woodrow Wilsonplein
137100,stad,Gent
137100,postcode,9000
137100,land,België
136040,naam,Dance Umbrella
136040,adres,None
136040,stad,London
136040,postcode,None
136040,land,Groot-Brittannië
133949,naam,Café d'Anvers en Academie
133949,adres,None
133949,stad,Antwerpen
133949,postcode,None
133949,land,België
134489,naam,Theaterstudio Artforum
134489,adres,Stapelhuisstraat 13d
134489,stad,Leuven
134489,postcode,3000
134489,land,België
131223,naam,De Balie
131223,adres,Kleine-Gartmanplantsoen 10
131223,stad,Amsterdam
131223,postcode,1017 RR
131223,land,Nederland
135560,naam,WP Zimmer
135560,adres,Gasstraat 90
135560,stad,Antwerpen
135560,postcode,2060
135560,land,België
130970,naam,Jongeren- & Cultuurcentrum Bouckenborgh
130970,adres,BREDABAAN 561B
130970,stad,Merksem
130970,postcode,2170
130970,land,België
130859,naam,Witte Theater
130859,adres,KANAALSTRAAT 257
130859,stad,Ijmuiden
130859,postcode,1975 BD
130859,land,Nederland
133504,naam,De Korre
133504,adres,Sint-Jakobsstraat 36
133504,stad,Brugge
133504,postcode,8000
133504,land,België
132598,naam,Casino Beringen - Kleine zaal
132598,adres,KIOSKPLEIN 25
132598,stad,Koersel-Beringen
132598,postcode,3582
132598,land,België
131229,naam,Landcommanderij Alden Biesen
131229,adres,Kasteelstraat 6
131229,stad,Bilzen
131229,postcode,3740
131229,land,België
140059,naam,Stadspark
140059,adres,
140059,stad,Lier
140059,postcode,None
140059,land,België
140147,naam,Marienstede
140147,adres,
140147,stad,Dadizele
140147,postcode,None
140147,land,België
134737,naam,Museum Dr. Guislain
134737,adres,Jozef Guislainstraat 43
134737,stad,Gent
134737,postcode,9000
134737,land,België
138805,naam,Op locatie
138805,adres,
138805,stad,Roggel
138805,postcode,None
138805,land,Nederland
133735,naam,Cultureel Centrum De Leest
133735,adres,Vredesplein 12
133735,stad,Waalwijk
133735,postcode,5142 RA
133735,land,Nederland
139087,naam,Dépot Tristero
139087,adres,Lavalléestraat 41
139087,stad,Molenbeek
139087,postcode,1080
139087,land,België
137720,naam,Théâtre du Nord à Lille
137720,adres,4 place du Gal de Gaulle BP 302
137720,stad,Lille
137720,postcode,59026
137720,land,Frankrijk
130899,naam,Eigentijdse Werkgroep Theater
130899,adres,Hertstraat 2
130899,stad,Deurne
130899,postcode,2100
130899,land,België
139340,naam,CDO
139340,adres,
139340,stad,Oostende
139340,postcode,None
139340,land,België
136520,naam,Théâtre National de la Communauté française
136520,adres,Boulevard Emile Jacqmain 111-115
136520,stad,Bruxelles
136520,postcode,1000
136520,land,België
137873,naam,KA Pegasus
137873,adres,
137873,stad,Oostende
137873,postcode,None
137168,naam,Felsenreitschule
137168,adres,Hofstallgasse 1
137168,stad,Salzburg
137168,postcode,5010
137168,land,Oostenrijk
134388,naam,ruimte onbekend
134388,adres,None
134388,stad,Linz
134388,postcode,None
134388,land,Oostenrijk
134101,naam,Falstaff Gourmand
134101,adres,Steenstraat 30
134101,stad,Brussel
134101,postcode,1000
134101,land,België
137395,naam,CAMPO Nieuwpoort
137395,adres,Nieuwpoort 31-35
137395,stad,Gent
137395,postcode,9000
137395,land,België
139228,naam,Cafe Teatret
139228,adres,
139228,stad,Copenhagen
139228,postcode,None
139228,land,Denemarken
137256,naam,Pathé Palace
137256,adres,Anspachlaan 85
137256,stad,Brussel
137256,postcode,1000
137256,land,België
139328,naam,Place Jean-Moulin
139328,adres,
139328,stad,Saint-Étienne
139328,postcode,None
139328,land,Frankrijk
138542,naam,oude drukkerij van Concentra
138542,adres,
138542,stad,Hasselt
138542,postcode,None
138542,land,België
136130,naam,Victorialaan
136130,adres,Victorialaan
136130,stad,Oostende
136130,postcode,8400
136130,land,België
140188,naam,Kapel Minderbroedersklooster
140188,adres,
140188,stad,Genk
140188,postcode,None
140188,land,België
134042,naam,Internationale Tanzwochen Wien
134042,adres,None
134042,stad,Wien
134042,postcode,1060
134042,land,Oostenrijk
134055,naam,CC den Horinck
134055,adres,Noorderlaan 20
134055,stad,Asse
134055,postcode,1730
134055,land,België
136639,naam,Melkweg
136639,adres,Lijnbaansgracht 234 A
136639,stad,Amsterdam
136639,postcode,1017 PH
136639,land,Nederland
133984,naam,L'Agora de la danse
133984,adres,"840, Rue Cherrier"
133984,stad,Montréal
133984,postcode,None
133984,land,Canada
135718,naam,Théâtre de la Balsamine
135718,adres,Avenue Felix Marchal 1
135718,stad,Schaerbeek
135718,postcode,1030
135718,land,België
138256,naam,op locatie
138256,adres,
138256,stad,Laken
138256,postcode,None
138256,land,België
133483,naam,SINT LAURENTIUSKERK
133483,adres,MARKGRAVELEI
133483,stad,Antwerpen
133483,postcode,2000
133483,land,België
137119,naam,Voormalig belastinggebouw
137119,adres,Poel 14
137119,stad,Gent
137119,postcode,9000
137119,land,België
138754,naam,Gesù Kerk
138754,adres,
138754,stad,Sint-Joost-ten-Noode
138754,postcode,None
138754,land,België
138312,naam,The Fei and Milton Wong Experimental Theatre
138312,adres,149 West Hastings Street
138312,stad,Vancouver
138312,postcode,V6H 3R5
138312,land,Canada
133681,naam,CC De Poort
133681,adres,Markt 27
133681,stad,Wetteren
133681,postcode,9230
133681,land,België
136913,naam,Stedelijk Museum Vanderkelen-Mertens
136913,adres,Vanderkelenstraat 28
136913,stad,Leuven
136913,postcode,3000
136913,land,België
133458,naam,Theaterwerkgroep Jonna
133458,adres,Aarschotse steenweg 155
133458,stad,Wilsele
133458,postcode,3012
133458,land,België
136417,naam,The Arts Centre
136417,adres,100 St Kilda Rd Melbourne
136417,stad,Melbourne
136417,postcode,VIC 3004
136417,land,Australië
139914,naam,Oost: 33. Weiland Bierema
139914,adres,
139914,stad,Terschelling
139914,postcode,None
139914,land,Nederland
133600,naam,Luxor Theater
133600,adres,Kruiskade 10
133600,stad,Rotterdam
133600,postcode,3012 EH
133600,land,Nederland
137655,naam,op locatie
137655,adres,None
137655,stad,Toulouse
137655,postcode,None
137655,land,Frankrijk
136959,naam,Op locatie
136959,adres,None
136959,stad,Manchester
136959,postcode,None
136959,land,Groot-Brittannië
133686,naam,CC 't Groenendal
133686,adres,Brandgems Ham 5
133686,stad,Merelbeke
133686,postcode,9820
133686,land,België
139726,naam,La Dynamo de Banlieues Bleues
139726,adres,
139726,stad,Pantin
139726,postcode,None
139726,land,Frankrijk
132655,naam,CC De Mol
132655,adres,Aarschotsesteenweg 3
132655,stad,Lier
132655,postcode,2500
132655,land,België
130875,naam,Fakkelteater - Rode Zaal
130875,adres,Hoogstraat 12
130875,stad,Antwerpen
130875,postcode,2000
130875,land,België
140454,naam,La Sallaz
140454,adres,Place de la Sallaz
140454,stad,Lausanne
140454,postcode,None
140454,land,Zwitserland
134307,naam,ruimte onbekend
134307,adres,None
134307,stad,Linkebeek
134307,postcode,1630
134307,land,België
136046,naam,Jardin de la Vierge Lyc. St-Joseph
136046,adres,62 rue des Lices
136046,stad,Avignon
136046,postcode,84000
136046,land,Frankrijk
140223,naam,ROHM Theatre
140223,adres,
140223,stad,Kyoto
140223,postcode,None
140223,land,Japan
140179,naam,Beijing International Contemporary Dance Festival
140179,adres,
140179,stad,Beijing
140179,postcode,None
140179,land,Hong Kong
140445,naam,Tokyo Bunka Kaikan (Tokyo Metropolitan Festival Hall)
140445,adres,
140445,stad,Tokyo
140445,postcode,None
140445,land,Japan
136259,naam,New Theatre Institute of Latvia
136259,adres,None
136259,stad,Riga
136259,postcode,None
136259,land,Letland
137160,naam,Pastorie Sint-Bavo
137160,adres,Sint-Bavostraat 16
137160,stad,Wilrijk
137160,postcode,2610
137160,land,België
137105,naam,Operastudio Vlaanderen
137105,adres,Bijlokekaai 6
137105,stad,Gent
137105,postcode,9000
137105,land,België
139623,naam,Campo
139623,adres,
139623,stad,Gent
139623,postcode,None
139623,land,België
134616,naam,Dance 95
134616,adres,None
134616,stad,München
134616,postcode,None
134616,land,Duitsland
139809,naam,Elysée
139809,adres,
139809,stad,Oostende
139809,postcode,None
139809,land,België
134747,naam,Drijfstroom
134747,adres,Edward Pécherstraat 25
134747,stad,Antwerpen
134747,postcode,2000
134747,land,België
135526,naam,Parking Rekkemse douanecomplex
135526,adres,None
135526,stad,Rekkem-Ferrain
135526,postcode,None
135526,land,België
140070,naam,Roundhouse
140070,adres,
140070,stad,London
140070,postcode,None
140070,land,Groot-Brittannië
136898,naam,Theaterstudio fABULEUS
136898,adres,Stapelhuisstraat 13d
136898,stad,Leuven
136898,postcode,3000
136898,land,België
138992,naam,Frankfurt LAB
138992,adres,
138992,stad,Frankfurt am Main
138992,postcode,None
138992,land,Duitsland
137015,naam,Zuivelfabriek Inex
137015,adres,Sint-Antoniusstraat 9
137015,stad,Bavegem
137015,postcode,9520
137015,land,België
139669,naam,Ruimte onbekend
139669,adres,
139669,stad,Brugge
139669,postcode,None
139669,land,België
136200,naam,Kunsthalle Lophem
136200,adres,None
136200,stad,Brugge
136200,postcode,None
136200,land,België
140397,naam,Eurospar Koch i Glasshuset
140397,adres,
140397,stad,Bodo
140397,postcode,None
140397,land,Noorwegen
138789,naam,Cinema Walburg
138789,adres,Kerkstraat 28
138789,stad,Hamont-Achel
138789,postcode,3930
138789,land,België
131032,naam,Brugge
131032,adres,None
131032,stad,Brugge
131032,postcode,8000
131032,land,België
139673,naam,Erasmus Universiteit
139673,adres,
139673,stad,Rotterdam
139673,postcode,None
139673,land,Nederland
136296,naam,Kulturzentrum Schützi
136296,adres,None
136296,stad,Olten
136296,postcode,None
136296,land,Zwitserland
135155,naam,Zaal Teunenberg
135155,adres,Boerenkrijglaan
135155,stad,Olen
135155,postcode,2250
135155,land,België
138645,naam,Antwerpse Haven - Asia Loods
138645,adres,Haïfastraat 7
138645,stad,Antwerpen
138645,postcode,None
138645,land,België
131335,naam,Parochiezaal
131335,adres,None
131335,stad,Zemst
131335,postcode,1980
131335,land,België
139378,naam,Scène National d'Orléons
139378,adres,
139378,stad,Orléons
139378,postcode,None
139378,land,Frankrijk
138173,naam,ruimte onbekend
138173,adres,
138173,stad,Fada N'Gourma
138173,postcode,None
138173,land,Burkina Faso
139743,naam,Byrrhamide
139743,adres,Arianelaan 12
139743,stad,Brussel
139743,postcode,1200
139743,land,België
138742,naam,Kalamata Dance Megaron/Main Hall
138742,adres,
138742,stad,Kalamata
138742,postcode,None
138742,land,Griekenland
132700,naam,Residenztheater
132700,adres,MAX-JOSEPH-PLATZ 1-2
132700,stad,München
132700,postcode,8000
132700,land,Duitsland
139846,naam,Teatterimonttu
139846,adres,
139846,stad,Tampere
139846,postcode,None
139846,land,Finland
134595,naam,Diontheater
134595,adres,St.-Camiullusstraat 29
134595,stad,Wilrijk
134595,postcode,2610
134595,land,België
133533,naam,Delbekehuis
133533,adres,Keizerstraat 9
133533,stad,Antwerpen
133533,postcode,2000
133533,land,België
133828,naam,Westergasfabriek
133828,adres,Haarlemmerweg 8-10
133828,stad,Amsterdam
133828,postcode,1014 BE
133828,land,Nederland
138389,naam,Juke Box Museum
138389,adres,Wervikstraat 192
138389,stad,Menen
138389,postcode,8930
138389,land,België
134062,naam,Vooruit
134062,adres,Sint-Pietersnieuwstraat 23
134062,stad,Gent
134062,postcode,9000
134062,land,België
140405,naam,Schauspielhaus
140405,adres,
140405,stad,Kiel
140405,postcode,None
140405,land,Duitsland
137830,naam,Usine à Gaz
137830,adres,
137830,stad,Nyon
137830,postcode,None
137830,land,Zwitserland
137025,naam,Kaisersaal Erfurt
137025,adres,None
137025,stad,Erfurt
137025,postcode,None
137025,land,Duitsland
135078,naam,Het Muziek Lod
135078,adres,Pelikaanstraat 25
135078,stad,Gent
135078,postcode,9000
135078,land,België
133441,naam,Backstage
133441,adres,Sint-Pietersnieuwstraat 128
133441,stad,Gent
133441,postcode,9000
133441,land,België
135183,naam,Tanzhaus Nordrhein-Westfalen
135183,adres,Erkrather Str. 30
135183,stad,Düsseldorf
135183,postcode,40233
135183,land,Duitsland
139217,naam,Gerald W. Lynch Theater
139217,adres,
139217,stad,New York
139217,postcode,None
139217,land,Verenigde Staten van Amerika
133490,naam,De Parade
133490,adres,HOOGSTRAAT 13
133490,stad,Brussel
133490,postcode,1000
133490,land,België
135510,naam,De Wezekapel
135510,adres,Wezestraat 32
135510,stad,Ardooie
135510,postcode,8850
135510,land,België
139086,naam,Kutomo
139086,adres,
139086,stad,Turku
139086,postcode,None
139086,land,Finland
138403,naam,Earthdance
138403,adres,252 Prospect Street
138403,stad,Plainfield
138403,postcode,MA 01070
138403,land,Verenigde Staten van Amerika
135088,naam,Zaal Sint-Jan
135088,adres,None
135088,stad,Averbode
135088,postcode,None
135088,land,België
138185,naam,Le Carré des Jalles
138185,adres,Scène conventionnée / Etablissement Public de Coopération Culturelle / BP 90009
138185,stad,Saint-Médard-en-Jalles
138185,postcode,33165
138185,land,Frankrijk
137951,naam,ruimte onbekend
137951,adres,
137951,stad,Mons
137951,postcode,None
137951,land,België
135245,naam,Drongenhof Kapel
135245,adres,Drongenhof (Patershol)
135245,stad,Gent
135245,postcode,9000
135245,land,België
134834,naam,ruimte onbekend
134834,adres,None
134834,stad,Oosterzele
134834,postcode,9860
134834,land,België
137022,naam,CC Berchem
137022,adres,Driekoningenstraat 126
137022,stad,Berchem
137022,postcode,2600
137022,land,België
132743,naam,Minnepoort
132743,adres,
132743,stad,Leuven
132743,postcode,3000
132743,land,België
131783,naam,ruimte onbekend
131783,adres,None
131783,stad,Tilburg
131783,postcode,None
131783,land,Nederland
133583,naam,Repetitieruimte Bronks
133583,adres,Brialmontstraat 11
133583,stad,Sint-Joost-ten-Node
133583,postcode,1210
133583,land,België
138664,naam,CC DGP - Dactylo
138664,adres,
138664,stad,Oostende
138664,postcode,None
138664,land,België
136332,naam,Trafó
136332,adres,None
136332,stad,Budapest
136332,postcode,None
136332,land,Hongarije
139280,naam,Staatsoper im Schiller Theater
139280,adres,
139280,stad,Berlin
139280,postcode,None
139280,land,Duitsland
135778,naam,Op locatie
135778,adres,None
135778,stad,Oostende
135778,postcode,None
135778,land,België
138516,naam,Culture O Centre
138516,adres,
138516,stad,Orléons
138516,postcode,None
138516,land,Frankrijk
136522,naam,Balkanbusiness
136522,adres,Zegelstraat 28
136522,stad,Borgerhout
136522,postcode,2140
136522,land,België
140270,naam,Pelikaanstraat
140270,adres,
140270,stad,Antwerpen
140270,postcode,None
140270,land,België
138290,naam,Twee Bronnen
138290,adres,Rijschoolstraat 4 0101
138290,stad,Leuven
138290,postcode,3000
138290,land,België
136279,naam,Erwtenstraat - Seefhoek
136279,adres,None
136279,stad,Antwerpen
136279,postcode,None
136279,land,België
134085,naam,perron station NMBS Tongeren
134085,adres,None
134085,stad,Tongeren
134085,postcode,3700
134085,land,België
135398,naam,Sint-Niklaasinstituut
135398,adres,None
135398,stad,Kortrijk
135398,postcode,8500
135398,land,België
132626,naam,Mechels Miniatuur Teater - Kleine Zaal
132626,adres,Oude Brusselse Straat 10-12
132626,stad,Mechelen
132626,postcode,2800
132626,land,België
134148,naam,Tacktoren
134148,adres,Korte Kapucijnenstraat z/n
134148,stad,Kortrijk
134148,postcode,8500
134148,land,België
138478,naam,Floshal
138478,adres,Cruquiusweg 146-148
138478,stad,Amsterdam
138478,postcode,1011
138478,land,Nederland
