subsidie_id,relatie,value
15529,organisatie,Stedelijk Museum voor Actuele Kunst - S.M.A.K._367404
15529,beginjaar,2008
15529,eindjaar,2009
15529,subsidietype,structureel diverse duur_14
15529,subsidiecomite,multidisciplinair_8
15529,subsidiërende instantie,Kunstendecreet_1
15531,subsidiesysteem,Kunstencentra Multi_617
15531,organisatie,CAMPO_371786
15531,beginjaar,2008
15531,eindjaar,2009
15531,subsidietype,structureel diverse duur_14
15531,subsidiecomite,multidisciplinair_8
15531,subsidiërende instantie,Kunstendecreet_1
15532,subsidiesysteem,Kunstencentra Multi_617
15532,organisatie,Z33_371589
15532,beginjaar,2008
15532,eindjaar,2009
15532,subsidietype,structureel diverse duur_14
15532,subsidiecomite,multidisciplinair_8
15532,subsidiërende instantie,Kunstendecreet_1
15533,subsidiesysteem,Werkplaatsen meerjarig_630
15533,organisatie,Gentlemanagement_372510
15533,beginjaar,2007
15533,eindjaar,2009
15533,subsidietype,structureel diverse duur_14
15533,subsidiecomite,werkplaatsen_3
15533,subsidiërende instantie,Kunstendecreet_1
15534,subsidiesysteem,Werkplaatsen meerjarig_630
15534,organisatie,Keremos_372511
15534,beginjaar,2007
15534,eindjaar,2009
15534,subsidietype,structureel diverse duur_14
15534,subsidiecomite,werkplaatsen_3
15534,subsidiërende instantie,Kunstendecreet_1
15536,subsidiesysteem,Werkplaatsen meerjarig_630
15536,organisatie,Air Antwerpen vzw_372496
15536,beginjaar,2008
15536,eindjaar,2009
15536,subsidietype,structureel diverse duur_14
15536,subsidiecomite,werkplaatsen_3
15536,subsidiërende instantie,Kunstendecreet_1
15538,subsidiesysteem,Werkplaatsen meerjarig_630
15538,organisatie,Auguste Orts_372514
15538,beginjaar,2008
15538,eindjaar,2009
15538,subsidietype,structureel diverse duur_14
15538,subsidiecomite,werkplaatsen_3
15538,subsidiërende instantie,Kunstendecreet_1
15539,subsidiesysteem,Werkplaatsen meerjarig_630
15539,organisatie,WorkSpaceBrussels - Brusselse Werkplaats voor Podiumkunsten_371645
15539,beginjaar,2008
15539,eindjaar,2009
15539,subsidietype,structureel diverse duur_14
15539,subsidiecomite,werkplaatsen_3
15539,subsidiërende instantie,Kunstendecreet_1
15540,subsidiesysteem,Werkplaatsen meerjarig_630
15540,organisatie,Constant vzw_367277
15540,beginjaar,2008
15540,eindjaar,2009
15540,subsidietype,structureel diverse duur_14
15540,subsidiecomite,werkplaatsen_3
15540,subsidiërende instantie,Kunstendecreet_1
15541,subsidiesysteem,Werkplaatsen meerjarig_630
15541,organisatie,Danscentrum Jette_371119
15541,beginjaar,2008
15541,eindjaar,2009
15541,subsidietype,structureel diverse duur_14
15541,subsidiecomite,werkplaatsen_3
15541,subsidiërende instantie,Kunstendecreet_1
15542,subsidiesysteem,Werkplaatsen meerjarig_630
15542,organisatie,Pianofabriek_363378
15542,beginjaar,2008
15542,eindjaar,2009
15542,subsidietype,structureel diverse duur_14
15542,subsidiecomite,werkplaatsen_3
15542,subsidiërende instantie,Kunstendecreet_1
15544,subsidiesysteem,Werkplaatsen meerjarig_630
15544,organisatie,Firefly_371587
15544,beginjaar,2008
15544,eindjaar,2009
15544,subsidietype,structureel diverse duur_14
15544,subsidiecomite,werkplaatsen_3
15544,subsidiërende instantie,Kunstendecreet_1
15545,subsidiesysteem,Werkplaatsen meerjarig_630
15545,organisatie,FLACC_372498
15545,beginjaar,2008
15545,eindjaar,2009
15545,subsidietype,structureel diverse duur_14
15545,subsidiecomite,werkplaatsen_3
15545,subsidiërende instantie,Kunstendecreet_1
15547,subsidiesysteem,Werkplaatsen meerjarig_630
15547,organisatie,Bains::Connective_369448
15547,beginjaar,2008
15547,eindjaar,2009
15547,subsidietype,structureel diverse duur_14
15547,subsidiecomite,werkplaatsen_3
15547,subsidiërende instantie,Kunstendecreet_1
15548,subsidiesysteem,Werkplaatsen meerjarig_630
15548,organisatie,LAb[au]_372515
15548,beginjaar,2008
15548,eindjaar,2009
15548,subsidietype,structureel diverse duur_14
15548,subsidiecomite,werkplaatsen_3
15548,subsidiërende instantie,Kunstendecreet_1
15549,subsidiesysteem,Werkplaatsen meerjarig_630
15549,organisatie,Margarita Production_370522
15549,beginjaar,2008
15549,eindjaar,2009
15549,subsidietype,structureel diverse duur_14
15549,subsidiecomite,werkplaatsen_3
15549,subsidiërende instantie,Kunstendecreet_1
15550,subsidiesysteem,Werkplaatsen meerjarig_630
15550,organisatie,Nadine_369182
15550,beginjaar,2008
15550,eindjaar,2009
15550,subsidietype,structureel diverse duur_14
15550,subsidiecomite,werkplaatsen_3
15550,subsidiërende instantie,Kunstendecreet_1
15551,subsidiesysteem,Werkplaatsen meerjarig_630
15551,organisatie,NICC_367392
15551,beginjaar,2008
15551,eindjaar,2009
15551,subsidietype,structureel diverse duur_14
15551,subsidiecomite,werkplaatsen_3
15551,subsidiërende instantie,Kunstendecreet_1
15552,subsidiesysteem,Werkplaatsen meerjarig_630
15552,organisatie,Passa Porta_370944
15552,beginjaar,2008
15552,eindjaar,2009
15552,subsidietype,structureel diverse duur_14
15552,subsidiecomite,werkplaatsen_3
15552,subsidiërende instantie,Kunstendecreet_1
15553,subsidiesysteem,Werkplaatsen meerjarig_630
15553,organisatie,Q-O2_371588
15553,beginjaar,2008
15553,eindjaar,2009
15553,subsidietype,structureel diverse duur_14
15553,subsidiecomite,werkplaatsen_3
15553,subsidiërende instantie,Kunstendecreet_1
15555,subsidiesysteem,Werkplaatsen meerjarig_630
15555,organisatie,wpZimmer_369835
15555,beginjaar,2008
15555,eindjaar,2009
15555,subsidietype,structureel diverse duur_14
15555,subsidiecomite,werkplaatsen_3
15555,subsidiërende instantie,Kunstendecreet_1
15557,subsidiesysteem,Projecten dans_613
15557,organisatie,Amperdans_370209
15557,beginjaar,2009
15557,eindjaar,2009
15557,subsidietype,projectbeurs_4
15557,subsidiecomite,dans_11
15557,subsidiërende instantie,Kunstendecreet_1
15558,subsidiesysteem,Projecten dans_613
15558,organisatie,Continuum_369178
15558,beginjaar,2009
15558,eindjaar,2009
15558,subsidietype,projectbeurs_4
15558,subsidiecomite,dans_11
15558,subsidiërende instantie,Kunstendecreet_1
15559,subsidiesysteem,Projecten dans_613
15559,organisatie,Arenal vzw_372516
15559,beginjaar,2009
15559,eindjaar,2009
15559,subsidietype,projectbeurs_4
15559,subsidiecomite,dans_11
15559,subsidiërende instantie,Kunstendecreet_1
15560,subsidiesysteem,Projecten dans_613
15560,organisatie,Duchamps_371548
15560,beginjaar,2009
15560,eindjaar,2009
15560,subsidietype,projectbeurs_4
15560,subsidiecomite,dans_11
15560,subsidiërende instantie,Kunstendecreet_1
15562,subsidiesysteem,Projecten dans_613
15562,organisatie,Filter_371304
15562,beginjaar,2009
15562,eindjaar,2009
15562,subsidietype,projectbeurs_4
15562,subsidiecomite,dans_11
15562,subsidiërende instantie,Kunstendecreet_1
15563,subsidiesysteem,Projecten dans_613
15563,organisatie,Filter_371304
15563,beginjaar,2009
15563,eindjaar,2009
15563,subsidietype,projectbeurs_4
15563,subsidiecomite,dans_11
15563,subsidiërende instantie,Kunstendecreet_1
15564,subsidiesysteem,Projecten dans_613
15564,organisatie,GoodMove_371794
15564,beginjaar,2009
15564,eindjaar,2009
15564,subsidietype,projectbeurs_4
15564,subsidiecomite,dans_11
15564,subsidiërende instantie,Kunstendecreet_1
15567,subsidiesysteem,Projecten dans_613
15567,organisatie,Mokum vzw_371910
15567,beginjaar,2009
15567,eindjaar,2009
15567,subsidietype,projectbeurs_4
15567,subsidiecomite,dans_11
15567,subsidiërende instantie,Kunstendecreet_1
15568,subsidiesysteem,Projecten dans_613
15568,organisatie,Phileas Productions_371826
15568,beginjaar,2009
15568,eindjaar,2009
15568,subsidietype,projectbeurs_4
15568,subsidiecomite,dans_11
15568,subsidiërende instantie,Kunstendecreet_1
15569,subsidiesysteem,Projecten dans_613
15569,organisatie,Random Scream_363114
15569,beginjaar,2009
15569,eindjaar,2009
15569,subsidietype,projectbeurs_4
15569,subsidiecomite,dans_11
15569,subsidiërende instantie,Kunstendecreet_1
15570,subsidiesysteem,Projecten dans_613
15570,organisatie,Tof vzw_372230
15570,beginjaar,2009
15570,eindjaar,2009
15570,subsidietype,projectbeurs_4
15570,subsidiecomite,dans_11
15570,subsidiërende instantie,Kunstendecreet_1
15571,subsidiesysteem,Projecten dans_613
15571,organisatie,Tof vzw_372230
15571,beginjaar,2009
15571,eindjaar,2009
15571,subsidietype,projectbeurs_4
15571,subsidiecomite,dans_11
15571,subsidiërende instantie,Kunstendecreet_1
15572,subsidiesysteem,Projecten dans_613
15572,organisatie,WArd/WaRD_371003
15572,beginjaar,2009
15572,eindjaar,2009
15572,subsidietype,projectbeurs_4
15572,subsidiecomite,dans_11
15572,subsidiërende instantie,Kunstendecreet_1
15573,subsidiesysteem,Projecten dans_613
15573,organisatie,We Go_371545
15573,beginjaar,2009
15573,eindjaar,2009
15573,subsidietype,projectbeurs_4
15573,subsidiecomite,dans_11
15573,subsidiërende instantie,Kunstendecreet_1
15574,subsidiesysteem,Projecten dans_613
15574,organisatie,We Love Productions_372150
15574,beginjaar,2009
15574,eindjaar,2009
15574,subsidietype,projectbeurs_4
15574,subsidiecomite,dans_11
15574,subsidiërende instantie,Kunstendecreet_1
15881,subsidiesysteem,Ontwikkelingsgerichte beurs dans_640
15881,persoon,Eleanor Bauer_1918585
15881,beginjaar,2010
15881,eindjaar,2010
15881,subsidietype,ontwikkelingsbeurs_7
15881,subsidiecomite,dans_11
15881,subsidiërende instantie,Kunstendecreet_1
15883,subsidiesysteem,Ontwikkelingsgerichte beurs dans_640
15883,persoon,Nada Gambier_1904751
15883,beginjaar,2010
15883,eindjaar,2010
15883,subsidietype,ontwikkelingsbeurs_7
15883,subsidiecomite,dans_11
15883,subsidiërende instantie,Kunstendecreet_1
15885,subsidiesysteem,Ontwikkelingsgerichte beurs dans_640
15885,persoon,Jeroen Peeters_1900687
15885,beginjaar,2010
15885,eindjaar,2010
15885,subsidietype,ontwikkelingsbeurs_7
15885,subsidiecomite,dans_11
15885,subsidiërende instantie,Kunstendecreet_1
15886,subsidiesysteem,Ontwikkelingsgerichte beurs dans_640
15886,persoon,Vincent Dunoyer_1889928
15886,beginjaar,2010
15886,eindjaar,2010
15886,subsidietype,ontwikkelingsbeurs_7
15886,subsidiecomite,dans_11
15886,subsidiërende instantie,Kunstendecreet_1
15887,subsidiesysteem,Ontwikkelingsgerichte beurs dans_640
15887,persoon,Helmut Van den Meersschaut_1893117
15887,beginjaar,2010
15887,eindjaar,2010
15887,subsidietype,ontwikkelingsbeurs_7
15887,subsidiecomite,dans_11
15887,subsidiërende instantie,Kunstendecreet_1
15888,subsidiesysteem,Ontwikkelingsgerichte beurs dans_640
15888,persoon,David Bergé_1907668
15888,beginjaar,2010
15888,eindjaar,2010
15888,subsidietype,ontwikkelingsbeurs_7
15888,subsidiecomite,dans_11
15888,subsidiërende instantie,Kunstendecreet_1
15575,subsidiesysteem,Werkbeurzen_608
15575,persoon,Anne-Linn Akselsen_1908777
15575,beginjaar,2009
15575,eindjaar,2009
15575,subsidietype,gewone werkbeurzen_10
15575,subsidiecomite,andere_13
15575,subsidiërende instantie,Kunstendecreet_1
15577,subsidiesysteem,Werkbeurzen_608
15577,persoon,Marisa Cabal Cabeza_1917864
15577,beginjaar,2009
15577,eindjaar,2009
15577,subsidietype,gewone werkbeurzen_10
15577,subsidiecomite,andere_13
15577,subsidiërende instantie,Kunstendecreet_1
15578,subsidiesysteem,Werkbeurzen_608
15578,persoon,Louise Chardon_1893858
15578,beginjaar,2009
15578,eindjaar,2009
15578,subsidietype,gewone werkbeurzen_10
15578,subsidiecomite,andere_13
15578,subsidiërende instantie,Kunstendecreet_1
15579,subsidiesysteem,Werkbeurzen_608
15579,persoon,Nada Gambier_1904751
15579,beginjaar,2009
15579,eindjaar,2009
15579,subsidietype,gewone werkbeurzen_10
15579,subsidiecomite,andere_13
15579,subsidiërende instantie,Kunstendecreet_1
15580,subsidiesysteem,Werkbeurzen_608
15580,persoon,David Hernandez_1891044
15580,beginjaar,2009
15580,eindjaar,2009
15580,subsidietype,gewone werkbeurzen_10
15580,subsidiecomite,andere_13
15580,subsidiërende instantie,Kunstendecreet_1
15582,subsidiesysteem,Werkbeurzen_608
15582,persoon,Kate McIntosh_1905854
15582,beginjaar,2009
15582,eindjaar,2009
15582,subsidietype,gewone werkbeurzen_10
15582,subsidiecomite,andere_13
15582,subsidiërende instantie,Kunstendecreet_1
15583,subsidiesysteem,Werkbeurzen_608
15583,persoon,Rosa Mei_1921395
15583,beginjaar,2009
15583,eindjaar,2009
15583,subsidietype,gewone werkbeurzen_10
15583,subsidiecomite,andere_13
15583,subsidiërende instantie,Kunstendecreet_1
15584,subsidiesysteem,Werkbeurzen_608
15584,persoon,Tamayo Okano_1897973
15584,beginjaar,2009
15584,eindjaar,2009
15584,subsidietype,gewone werkbeurzen_10
15584,subsidiecomite,andere_13
15584,subsidiërende instantie,Kunstendecreet_1
15585,subsidiesysteem,Werkbeurzen_608
15585,persoon,Carlos Pez Gonzalès_1908280
15585,beginjaar,2009
15585,eindjaar,2009
15585,subsidietype,gewone werkbeurzen_10
15585,subsidiecomite,andere_13
15585,subsidiërende instantie,Kunstendecreet_1
15587,subsidiesysteem,Werkbeurzen_608
15587,persoon,Manuela Rastaldi_1904422
15587,beginjaar,2009
15587,eindjaar,2009
15587,subsidietype,gewone werkbeurzen_10
15587,subsidiecomite,andere_13
15587,subsidiërende instantie,Kunstendecreet_1
15588,subsidiesysteem,Werkbeurzen_608
15588,persoon,Ana Stegnar_1893115
15588,beginjaar,2009
15588,eindjaar,2009
15588,subsidietype,gewone werkbeurzen_10
15588,subsidiecomite,andere_13
15588,subsidiërende instantie,Kunstendecreet_1
15589,subsidiesysteem,Werkbeurzen_608
15589,persoon,Myriam Van Imschoot_1889714
15589,beginjaar,2009
15589,eindjaar,2009
15589,subsidietype,gewone werkbeurzen_10
15589,subsidiecomite,andere_13
15589,subsidiërende instantie,Kunstendecreet_1
15591,subsidiesysteem,Werkbeurzen_608
15591,persoon,Michel Yang_1905286
15591,beginjaar,2009
15591,eindjaar,2009
15591,subsidietype,gewone werkbeurzen_10
15591,subsidiecomite,andere_13
15591,subsidiërende instantie,Kunstendecreet_1
15592,subsidiesysteem,Werkbeurzen_608
15592,persoon,Chantal Yzermans_1888817
15592,beginjaar,2009
15592,eindjaar,2009
15592,subsidietype,gewone werkbeurzen_10
15592,subsidiecomite,andere_13
15592,subsidiërende instantie,Kunstendecreet_1
15593,subsidiesysteem,Werkbeurzen_608
15593,persoon,Varinia Canto Vila_1900785
15593,beginjaar,2009
15593,eindjaar,2009
15593,subsidietype,gewone werkbeurzen_10
15593,subsidiecomite,andere_13
15593,subsidiërende instantie,Kunstendecreet_1
15594,subsidiesysteem,Werkbeurzen_608
15594,persoon,Koen De Preter_1907515
15594,beginjaar,2009
15594,eindjaar,2009
15594,subsidietype,gewone werkbeurzen_10
15594,subsidiecomite,andere_13
15594,subsidiërende instantie,Kunstendecreet_1
15595,subsidiesysteem,Werkbeurzen_608
15595,persoon,Sara Manente_1907798
15595,beginjaar,2009
15595,eindjaar,2009
15595,subsidietype,gewone werkbeurzen_10
15595,subsidiecomite,andere_13
15595,subsidiërende instantie,Kunstendecreet_1
15596,subsidiesysteem,Werkbeurzen_608
15596,persoon,Lilia Mestre_1892963
15596,beginjaar,2009
15596,eindjaar,2009
15596,subsidietype,gewone werkbeurzen_10
15596,subsidiecomite,andere_13
15596,subsidiërende instantie,Kunstendecreet_1
15600,subsidiesysteem,Projecten muziektheater_616
15600,organisatie,De Bovenkamer_372130
15600,beginjaar,2009
15600,eindjaar,2009
15600,subsidietype,projectbeurs_4
15600,subsidiecomite,muziektheater_12
15600,subsidiërende instantie,Kunstendecreet_1
15602,subsidiesysteem,Projecten muziektheater_616
15602,organisatie,In vitro_371256
15602,beginjaar,2009
15602,eindjaar,2009
15602,subsidietype,projectbeurs_4
15602,subsidiecomite,muziektheater_12
15602,subsidiërende instantie,Kunstendecreet_1
15603,subsidiesysteem,Projecten muziektheater_616
15603,organisatie,Judas Theaterproducties_372124
15603,beginjaar,2009
15603,eindjaar,2009
15603,subsidietype,projectbeurs_4
15603,subsidiecomite,muziektheater_12
15603,subsidiërende instantie,Kunstendecreet_1
15604,subsidiesysteem,Projecten muziektheater_616
15604,organisatie,Les Rêveurs Sont Maltraités_371550
15604,beginjaar,2009
15604,eindjaar,2009
15604,subsidietype,projectbeurs_4
15604,subsidiecomite,muziektheater_12
15604,subsidiërende instantie,Kunstendecreet_1
15605,subsidiesysteem,Projecten muziektheater_616
15605,organisatie,Musical van Vlaanderen_372125
15605,beginjaar,2009
15605,eindjaar,2009
15605,subsidietype,projectbeurs_4
15605,subsidiecomite,muziektheater_12
15605,subsidiërende instantie,Kunstendecreet_1
15606,subsidiesysteem,Projecten muziektheater_616
15606,organisatie,Salomee Speelt_371009
15606,beginjaar,2009
15606,eindjaar,2009
15606,subsidietype,projectbeurs_4
15606,subsidiecomite,muziektheater_12
15606,subsidiërende instantie,Kunstendecreet_1
15607,subsidiesysteem,Projecten muziektheater_616
15607,organisatie,Time Circus vzw - Guerillartcollectief_370388
15607,beginjaar,2009
15607,eindjaar,2009
15607,subsidietype,projectbeurs_4
15607,subsidiecomite,muziektheater_12
15607,subsidiërende instantie,Kunstendecreet_1
15608,subsidiesysteem,Projecten muziektheater_616
15608,organisatie,Tirasila_363081
15608,beginjaar,2009
15608,eindjaar,2009
15608,subsidietype,projectbeurs_4
15608,subsidiecomite,muziektheater_12
15608,subsidiërende instantie,Kunstendecreet_1
15610,subsidiesysteem,Werkbeurzen_608
15610,persoon,Caroline Petrick_1915770
15610,beginjaar,2009
15610,eindjaar,2009
15610,subsidietype,gewone werkbeurzen_10
15610,subsidiecomite,andere_13
15610,subsidiërende instantie,Kunstendecreet_1
15613,subsidiesysteem,Projecten theater_607
15613,organisatie,Compagnie Barbarie_371547
15613,beginjaar,2009
15613,eindjaar,2009
15613,subsidietype,projectbeurs_4
15613,subsidiecomite,theater_10
15613,subsidiërende instantie,Kunstendecreet_1
15614,subsidiesysteem,Projecten theater_607
15614,organisatie,compagnie lodewijk/louis_371338
15614,beginjaar,2009
15614,eindjaar,2009
15614,subsidietype,projectbeurs_4
15614,subsidiecomite,theater_10
15614,subsidiërende instantie,Kunstendecreet_1
15615,subsidiesysteem,Projecten theater_607
15615,organisatie,De Parade_361110
15615,beginjaar,2009
15615,eindjaar,2009
15615,subsidietype,projectbeurs_4
15615,subsidiecomite,theater_10
15615,subsidiërende instantie,Kunstendecreet_1
15616,subsidiesysteem,Projecten theater_607
15616,organisatie,De Vereniging van Enthousiasten voor het Reële & Universele VZW_362559
15616,beginjaar,2009
15616,eindjaar,2009
15616,subsidietype,projectbeurs_4
15616,subsidiecomite,theater_10
15616,subsidiërende instantie,Kunstendecreet_1
15617,subsidiesysteem,Projecten theater_607
15617,organisatie,Devriendt vzw_371275
15617,beginjaar,2009
15617,eindjaar,2009
15617,subsidietype,projectbeurs_4
15617,subsidiecomite,theater_10
15617,subsidiërende instantie,Kunstendecreet_1
15619,subsidiesysteem,Projecten theater_607
15619,organisatie,LAZARUS_371092
15619,beginjaar,2009
15619,eindjaar,2009
15619,subsidietype,projectbeurs_4
15619,subsidiecomite,theater_10
15619,subsidiërende instantie,Kunstendecreet_1
15620,subsidiesysteem,Projecten theater_607
15620,organisatie,Toneelgroep Nunc_370641
15620,beginjaar,2009
15620,eindjaar,2009
15620,subsidietype,projectbeurs_4
15620,subsidiecomite,theater_10
15620,subsidiërende instantie,Kunstendecreet_1
15622,subsidiesysteem,Projecten theater_607
15622,organisatie,Studio Orka_371309
15622,beginjaar,2009
15622,eindjaar,2009
15622,subsidietype,projectbeurs_4
15622,subsidiecomite,theater_10
15622,subsidiërende instantie,Kunstendecreet_1
15623,subsidiesysteem,Projecten theater_607
15623,organisatie,Tristero_362957
15623,beginjaar,2009
15623,eindjaar,2009
15623,subsidietype,projectbeurs_4
15623,subsidiecomite,theater_10
15623,subsidiërende instantie,Kunstendecreet_1
15624,subsidiesysteem,Projecten theater_607
15624,organisatie,Wolff_372165
15624,beginjaar,2009
15624,eindjaar,2009
15624,subsidietype,projectbeurs_4
15624,subsidiecomite,theater_10
15624,subsidiërende instantie,Kunstendecreet_1
15625,subsidiesysteem,Projecten theater_607
15625,organisatie,Zeven vzw_370519
15625,beginjaar,2009
15625,eindjaar,2009
15625,subsidietype,projectbeurs_4
15625,subsidiecomite,theater_10
15625,subsidiërende instantie,Kunstendecreet_1
15626,subsidiesysteem,Werkbeurzen_608
15626,persoon,Ben Benaouisse_1893116
15626,beginjaar,2009
15626,eindjaar,2009
15626,subsidietype,gewone werkbeurzen_10
15626,subsidiecomite,andere_13
15626,subsidiërende instantie,Kunstendecreet_1
15627,subsidiesysteem,Werkbeurzen_608
15627,persoon,Pieter De Buysser_1900946
15627,beginjaar,2009
15627,eindjaar,2009
15627,subsidietype,gewone werkbeurzen_10
15627,subsidiecomite,andere_13
15627,subsidiërende instantie,Kunstendecreet_1
15629,subsidiesysteem,Werkbeurzen_608
15629,persoon,Leen De Veirman_1899515
15629,beginjaar,2009
15629,eindjaar,2009
15629,subsidietype,gewone werkbeurzen_10
15629,subsidiecomite,andere_13
15629,subsidiërende instantie,Kunstendecreet_1
15630,subsidiesysteem,Werkbeurzen_608
15630,persoon,Jan Decorte_1878235
15630,beginjaar,2009
15630,eindjaar,2009
15630,subsidietype,gewone werkbeurzen_10
15630,subsidiecomite,andere_13
15630,subsidiërende instantie,Kunstendecreet_1
15631,subsidiesysteem,Werkbeurzen_608
15631,persoon,Johan Dehollander_1879576
15631,beginjaar,2009
15631,eindjaar,2009
15631,subsidietype,gewone werkbeurzen_10
15631,subsidiecomite,andere_13
15631,subsidiërende instantie,Kunstendecreet_1
15632,subsidiesysteem,Werkbeurzen_608
15632,persoon,Manah Depauw_1908564
15632,beginjaar,2009
15632,eindjaar,2009
15632,subsidietype,gewone werkbeurzen_10
15632,subsidiecomite,andere_13
15632,subsidiërende instantie,Kunstendecreet_1
15634,subsidiesysteem,Werkbeurzen_608
15634,persoon,Pieter Genard_1896587
15634,beginjaar,2009
15634,eindjaar,2009
15634,subsidietype,gewone werkbeurzen_10
15634,subsidiecomite,andere_13
15634,subsidiërende instantie,Kunstendecreet_1
15635,subsidiesysteem,Werkbeurzen_608
15635,persoon,Günther Lesage_1879951
15635,beginjaar,2009
15635,eindjaar,2009
15635,subsidietype,gewone werkbeurzen_10
15635,subsidiecomite,andere_13
15635,subsidiërende instantie,Kunstendecreet_1
15636,subsidiesysteem,Projecten theater_607
15636,persoon,Rudi Meulemans_1879254
15636,beginjaar,2009
15636,eindjaar,2009
15636,subsidietype,projectbeurs_4
15636,subsidiecomite,theater_10
15636,subsidiërende instantie,Kunstendecreet_1
15638,subsidiesysteem,Werkbeurzen_608
15638,persoon,Tine Van Aerschot_1884953
15638,beginjaar,2009
15638,eindjaar,2009
15638,subsidietype,gewone werkbeurzen_10
15638,subsidiecomite,andere_13
15638,subsidiërende instantie,Kunstendecreet_1
15639,subsidiesysteem,Werkbeurzen_608
15639,persoon,Ann Van de Vyvere_1902090
15639,beginjaar,2009
15639,eindjaar,2009
15639,subsidietype,gewone werkbeurzen_10
15639,subsidiecomite,andere_13
15639,subsidiërende instantie,Kunstendecreet_1
15640,subsidiesysteem,Werkbeurzen_608
15640,persoon,Joris Van den Brande_1900549
15640,beginjaar,2009
15640,eindjaar,2009
15640,subsidietype,gewone werkbeurzen_10
15640,subsidiecomite,andere_13
15640,subsidiërende instantie,Kunstendecreet_1
15641,subsidiesysteem,Werkbeurzen_608
15641,persoon,Pat Van Hemelrijck_1878928
15641,beginjaar,2009
15641,eindjaar,2009
15641,subsidietype,gewone werkbeurzen_10
15641,subsidiecomite,andere_13
15641,subsidiërende instantie,Kunstendecreet_1
15642,subsidiesysteem,Werkbeurzen_608
15642,persoon,Benjamin Van Tourhout_1894193
15642,beginjaar,2009
15642,eindjaar,2009
15642,subsidietype,gewone werkbeurzen_10
15642,subsidiecomite,andere_13
15642,subsidiërende instantie,Kunstendecreet_1
15643,subsidiesysteem,Werkbeurzen_608
15643,persoon,Peter Vandenbempt_1891039
15643,beginjaar,2009
15643,eindjaar,2009
15643,subsidietype,gewone werkbeurzen_10
15643,subsidiecomite,andere_13
15643,subsidiërende instantie,Kunstendecreet_1
15645,subsidiesysteem,Werkbeurzen_608
15645,persoon,Hilde Wils_1881460
15645,beginjaar,2009
15645,eindjaar,2009
15645,subsidietype,gewone werkbeurzen_10
15645,subsidiecomite,andere_13
15645,subsidiërende instantie,Kunstendecreet_1
15647,subsidiesysteem,Werkbeurzen_608
15647,persoon,Dirk Celis_1879956
15647,beginjaar,2009
15647,eindjaar,2009
15647,subsidietype,gewone werkbeurzen_10
15647,subsidiecomite,andere_13
15647,subsidiërende instantie,Kunstendecreet_1
15648,subsidiesysteem,Werkbeurzen_608
15648,persoon,Jonas Baeckeland_1928773
15648,beginjaar,2009
15648,eindjaar,2009
15648,subsidietype,gewone werkbeurzen_10
15648,subsidiecomite,andere_13
15648,subsidiërende instantie,Kunstendecreet_1
15649,subsidiesysteem,Werkbeurzen_608
15649,persoon,Peter De Graef_1883003
15649,beginjaar,2009
15649,eindjaar,2009
15649,subsidietype,gewone werkbeurzen_10
15649,subsidiecomite,andere_13
15649,subsidiërende instantie,Kunstendecreet_1
15650,subsidiesysteem,Werkbeurzen_608
15650,persoon,Pieter De Buysser_1900946
15650,beginjaar,2009
15650,eindjaar,2009
15650,subsidietype,gewone werkbeurzen_10
15650,subsidiecomite,andere_13
15650,subsidiërende instantie,Kunstendecreet_1
15652,subsidiesysteem,Werkbeurzen_608
15652,persoon,Hazim Kamaledin_1891192
15652,beginjaar,2009
15652,eindjaar,2009
15652,subsidietype,gewone werkbeurzen_10
15652,subsidiecomite,andere_13
15652,subsidiërende instantie,Kunstendecreet_1
15653,subsidiesysteem,Werkbeurzen_608
15653,persoon,Hazim Kamaledin_1891192
15653,beginjaar,2009
15653,eindjaar,2009
15653,subsidietype,gewone werkbeurzen_10
15653,subsidiecomite,andere_13
15653,subsidiërende instantie,Kunstendecreet_1
15656,subsidiesysteem,Werkbeurzen_608
15656,persoon,Alice Reijs_1903702
15656,beginjaar,2009
15656,eindjaar,2009
15656,subsidietype,gewone werkbeurzen_10
15656,subsidiecomite,andere_13
15656,subsidiërende instantie,Kunstendecreet_1
15657,subsidiesysteem,Werkbeurzen_608
15657,persoon,Leentje Vandenbussche_1919046
15657,beginjaar,2009
15657,eindjaar,2009
15657,subsidietype,gewone werkbeurzen_10
15657,subsidiecomite,andere_13
15657,subsidiërende instantie,Kunstendecreet_1
15658,subsidiesysteem,Werkbeurzen_608
15658,persoon,Kurt Vandendriessche_1896585
15658,beginjaar,2009
15658,eindjaar,2009
15658,subsidietype,gewone werkbeurzen_10
15658,subsidiecomite,andere_13
15658,subsidiërende instantie,Kunstendecreet_1
15659,subsidiesysteem,Werkbeurzen_608
15659,persoon,Katleen Vinck_1903337
15659,beginjaar,2009
15659,eindjaar,2009
15659,subsidietype,gewone werkbeurzen_10
15659,subsidiecomite,andere_13
15659,subsidiërende instantie,Kunstendecreet_1
15660,subsidiesysteem,Projecten sociaal-artistiek_624
15660,organisatie,Centrum Bruno Renson_372507
15660,beginjaar,2009
15660,eindjaar,2009
15660,subsidietype,projectbeurs_4
15660,subsidiecomite,sociaal-artistiek_5
15660,subsidiërende instantie,Kunstendecreet_1
15663,subsidiesysteem,Projecten sociaal-artistiek_624
15663,organisatie,De Walhoeve_372527
15663,beginjaar,2009
15663,eindjaar,2009
15663,subsidietype,projectbeurs_4
