subsidie_id,relatie,value
18594,subsidiecomite,beeldende kunst_6
18594,subsidiërende instantie,Podiumkunstendecreet_10
18595,organisatie,Het Betoverd Bos_376204
18595,beginjaar,2008
18595,eindjaar,2008
18595,subsidietype,projectsubsidies_11
18595,subsidiecomite,beeldende kunst_6
18595,subsidiërende instantie,Kunstendecreet_1
18596,organisatie,soundimageculture vzw_375716
18596,beginjaar,2009
18596,eindjaar,2009
18596,subsidietype,projectsubsidies_11
18596,subsidiecomite,audiovisueel_7
18596,subsidiërende instantie,Kunstendecreet_1
18597,organisatie,Durga Filmfestival_375717
18597,beginjaar,2009
18597,eindjaar,2009
18597,subsidietype,projectsubsidies_11
18597,subsidiecomite,audiovisueel_7
18597,subsidiërende instantie,Kunstendecreet_1
18599,organisatie,CC Knokke-Heist_375718
18599,beginjaar,2009
18599,eindjaar,2009
18599,subsidietype,projectsubsidies_11
18599,subsidiecomite,audiovisueel_7
18599,subsidiërende instantie,Kunstendecreet_1
18600,organisatie,Kunst&Zwalm_376124
18600,beginjaar,2009
18600,eindjaar,2009
18600,subsidietype,projectsubsidies_11
18600,subsidiecomite,beeldende kunst_6
18600,subsidiërende instantie,Kunstendecreet_1
18602,organisatie,Such long ideas vzw_376121
18602,beginjaar,2009
18602,eindjaar,2009
18602,subsidietype,projectsubsidies_11
18602,subsidiecomite,beeldende kunst_6
18602,subsidiërende instantie,Kunstendecreet_1
18603,organisatie,CIAP Actuele Kunst_375655
18603,beginjaar,2009
18603,eindjaar,2009
18603,subsidietype,projectsubsidies_11
18603,subsidiecomite,beeldende kunst_6
18603,subsidiërende instantie,Kunstendecreet_1
18604,organisatie,ERROR ONE_376163
18604,beginjaar,2009
18604,eindjaar,2009
18604,subsidietype,projectsubsidies_11
18604,subsidiecomite,beeldende kunst_6
18604,subsidiërende instantie,Kunstendecreet_1
18605,organisatie,HISK - Hoger Instituut voor Schone Kunsten_375942
18605,beginjaar,2009
18605,eindjaar,2009
18605,subsidietype,projectsubsidies_11
18605,subsidiecomite,beeldende kunst_6
18605,subsidiërende instantie,Kunstendecreet_1
18606,organisatie,Janus_375797
18606,beginjaar,2009
18606,eindjaar,2009
18606,subsidietype,projectsubsidies_11
18606,subsidiecomite,beeldende kunst_6
18606,subsidiërende instantie,Kunstendecreet_1
18608,organisatie,KunstenSite vzw_376329
18608,beginjaar,2009
18608,eindjaar,2009
18608,subsidietype,projectsubsidies_11
18608,subsidiecomite,beeldende kunst_6
18608,subsidiërende instantie,Kunstendecreet_1
18609,organisatie,CC Brugge_375668
18609,beginjaar,2009
18609,eindjaar,2009
18609,subsidietype,projectsubsidies_11
18609,subsidiecomite,beeldende kunst_6
18609,subsidiërende instantie,Kunstendecreet_1
18610,organisatie,LLS 387_376240
18610,beginjaar,2009
18610,eindjaar,2009
18610,subsidietype,projectsubsidies_11
18610,subsidiecomite,beeldende kunst_6
18610,subsidiërende instantie,Kunstendecreet_1
18611,organisatie,De Nieuwe Opdrachtgevers vzw_375727
18611,beginjaar,2009
18611,eindjaar,2009
18611,subsidietype,projectsubsidies_11
18611,subsidiecomite,kunsteducatie_4
18611,subsidiërende instantie,Kunstendecreet_1
18612,organisatie,Recyclart_376028
18612,beginjaar,2009
18612,eindjaar,2009
18612,subsidietype,projectsubsidies_11
18612,subsidiecomite,sociaal-artistiek_5
18612,subsidiërende instantie,Kunstendecreet_1
18613,organisatie,Artisit_376281
18613,beginjaar,2009
18613,eindjaar,2009
18613,subsidietype,projectsubsidies_11
18613,subsidiecomite,sociaal-artistiek_5
18613,subsidiërende instantie,Kunstendecreet_1
18614,organisatie,City Mine(d)_376455
18614,beginjaar,2009
18614,eindjaar,2009
18614,subsidietype,jaarwerking_1
18614,subsidiecomite,sociaal-artistiek_5
18614,subsidiërende instantie,Kunstendecreet_1
18615,organisatie,Corban_376206
18615,beginjaar,2009
18615,eindjaar,2009
18615,subsidietype,projectsubsidies_11
18615,subsidiecomite,multidisciplinair_8
18615,subsidiërende instantie,Kunstendecreet_1
18616,persoon,Sven Augustijnen_1954857
18616,beginjaar,2009
18616,eindjaar,2009
18616,subsidietype,ontwikkelingsbeurs_7
18616,subsidiecomite,beeldende kunst_6
18616,subsidiërende instantie,Kunstendecreet_1
18617,persoon,Ruben Bellinkx_1955316
18617,beginjaar,2009
18617,eindjaar,2009
18617,subsidietype,ontwikkelingsbeurs_7
18617,subsidiecomite,beeldende kunst_6
18617,subsidiërende instantie,Kunstendecreet_1
18620,persoon,Valérie Mannaerts_1954878
18620,beginjaar,2009
18620,eindjaar,2009
18620,subsidietype,ontwikkelingsbeurs_7
18620,subsidiecomite,beeldende kunst_6
18620,subsidiërende instantie,Kunstendecreet_1
18621,persoon,Gert Robijns_1954881
18621,beginjaar,2009
18621,eindjaar,2009
18621,subsidietype,ontwikkelingsbeurs_7
18621,subsidiecomite,beeldende kunst_6
18621,subsidiërende instantie,Kunstendecreet_1
18622,persoon,Pascale Marthine Tayou_1954907
18622,beginjaar,2009
18622,eindjaar,2009
18622,subsidietype,ontwikkelingsbeurs_7
18622,subsidiecomite,beeldende kunst_6
18622,subsidiërende instantie,Kunstendecreet_1
18623,persoon,Willem Oorebeek_1954892
18623,beginjaar,2009
18623,eindjaar,2009
18623,subsidietype,ontwikkelingsbeurs_7
18623,subsidiecomite,beeldende kunst_6
18623,subsidiërende instantie,Kunstendecreet_1
18624,persoon,Jan Van Imschoot_1954890
18624,beginjaar,2009
18624,eindjaar,2009
18624,subsidietype,ontwikkelingsbeurs_7
18624,subsidiecomite,beeldende kunst_6
18624,subsidiërende instantie,Kunstendecreet_1
18625,persoon,Sarah Vanagt_1955207
18625,beginjaar,2009
18625,eindjaar,2009
18625,subsidietype,ontwikkelingsbeurs_7
18625,subsidiecomite,beeldende kunst_6
18625,subsidiërende instantie,Kunstendecreet_1
18626,persoon,Marie Cloquet_1955317
18626,beginjaar,2009
18626,eindjaar,2009
18626,subsidietype,ontwikkelingsbeurs_7
18626,subsidiecomite,beeldende kunst_6
18626,subsidiërende instantie,Kunstendecreet_1
18627,persoon,Koen De Decker_1954940
18627,beginjaar,2009
18627,eindjaar,2009
18627,subsidietype,ontwikkelingsbeurs_7
18627,subsidiecomite,beeldende kunst_6
18627,subsidiërende instantie,Kunstendecreet_1
18628,persoon,Frederik De Wilde_1955139
18628,beginjaar,2009
18628,eindjaar,2009
18628,subsidietype,ontwikkelingsbeurs_7
18628,subsidiecomite,beeldende kunst_6
18628,subsidiërende instantie,Kunstendecreet_1
18629,persoon,Dennis Tyfus_1955481
18629,beginjaar,2009
18629,eindjaar,2009
18629,subsidietype,ontwikkelingsbeurs_7
18629,subsidiecomite,beeldende kunst_6
18629,subsidiërende instantie,Kunstendecreet_1
18630,persoon,Adam Leech_1955521
18630,beginjaar,2009
18630,eindjaar,2009
18630,subsidietype,ontwikkelingsbeurs_7
18630,subsidiecomite,beeldende kunst_6
18630,subsidiërende instantie,Kunstendecreet_1
18631,persoon,Nicolas Provost_1955004
18631,beginjaar,2009
18631,eindjaar,2009
18631,subsidietype,ontwikkelingsbeurs_7
18631,subsidiecomite,beeldende kunst_6
18631,subsidiërende instantie,Kunstendecreet_1
18632,persoon,Maarten Vanden Abeele_1955379
18632,beginjaar,2009
18632,eindjaar,2009
18632,subsidietype,ontwikkelingsbeurs_7
18632,subsidiecomite,beeldende kunst_6
18632,subsidiërende instantie,Kunstendecreet_1
18633,persoon,Charif Benhelima_1954918
18633,beginjaar,2009
18633,eindjaar,2009
18633,subsidietype,ontwikkelingsbeurs_7
18633,subsidiecomite,beeldende kunst_6
18633,subsidiërende instantie,Kunstendecreet_1
18634,persoon,Sarah & Charles_1955494
18634,beginjaar,2009
18634,eindjaar,2009
18634,subsidietype,ontwikkelingsbeurs_7
18634,subsidiecomite,beeldende kunst_6
18634,subsidiërende instantie,Kunstendecreet_1
18635,persoon,Katleen Vermeir_1954900
18635,beginjaar,2009
18635,eindjaar,2009
18635,subsidietype,ontwikkelingsbeurs_7
18635,subsidiecomite,beeldende kunst_6
18635,subsidiërende instantie,Kunstendecreet_1
18636,persoon,Ronny Heiremans_1954968
18636,beginjaar,2009
18636,eindjaar,2009
18636,subsidietype,ontwikkelingsbeurs_7
18636,subsidiecomite,beeldende kunst_6
18636,subsidiërende instantie,Kunstendecreet_1
18637,persoon,Elif Saglam_1955323
18637,beginjaar,2009
18637,eindjaar,2009
18637,subsidietype,ontwikkelingsbeurs_7
18637,subsidiecomite,beeldende kunst_6
18637,subsidiërende instantie,Kunstendecreet_1
18618,persoon,Anouk De Clercq_1898046
18618,beginjaar,2009
18618,eindjaar,2009
18618,subsidietype,ontwikkelingsbeurs_7
18618,subsidiecomite,beeldende kunst_6
18618,subsidiërende instantie,Kunstendecreet_1
18638,persoon,Maarten Vanden Eynde_1955513
18638,beginjaar,2009
18638,eindjaar,2009
18638,subsidietype,ontwikkelingsbeurs_7
18638,subsidiecomite,beeldende kunst_6
18638,subsidiërende instantie,Kunstendecreet_1
18639,persoon,Michiel Alberts_1955523
18639,beginjaar,2009
18639,eindjaar,2009
18639,subsidietype,ontwikkelingsbeurs_7
18639,subsidiecomite,beeldende kunst_6
18639,subsidiërende instantie,Kunstendecreet_1
18640,persoon,Jan Vercruysse_1954898
18640,beginjaar,2009
18640,eindjaar,2009
18640,subsidietype,projectbeurs_4
18640,subsidiecomite,beeldende kunst_6
18640,subsidiërende instantie,Kunstendecreet_1
18641,persoon,AnneMarie Maes_1955231
18641,beginjaar,2009
18641,eindjaar,2009
18641,subsidietype,projectbeurs_4
18641,subsidiecomite,beeldende kunst_6
18641,subsidiërende instantie,Kunstendecreet_1
18642,persoon,Erik Nerinckx_1954987
18642,beginjaar,2009
18642,eindjaar,2009
18642,subsidietype,projectbeurs_4
18642,subsidiecomite,beeldende kunst_6
18642,subsidiërende instantie,Kunstendecreet_1
18643,persoon,Sven 't Jolle_1955128
18643,beginjaar,2009
18643,eindjaar,2009
18643,subsidietype,ontwikkelingsbeurs_7
18643,subsidiecomite,beeldende kunst_6
18643,subsidiërende instantie,Kunstendecreet_1
18644,persoon,Fia Cielen_1955545
18644,beginjaar,2009
18644,eindjaar,2009
18644,subsidietype,ontwikkelingsbeurs_7
18644,subsidiecomite,beeldende kunst_6
18644,subsidiërende instantie,Kunstendecreet_1
18645,persoon,Ermias Kifleyesus_1955546
18645,beginjaar,2009
18645,eindjaar,2009
18645,subsidietype,ontwikkelingsbeurs_7
18645,subsidiecomite,beeldende kunst_6
18645,subsidiërende instantie,Kunstendecreet_1
18647,persoon,Sarah Westphal_1955547
18647,beginjaar,2009
18647,eindjaar,2009
18647,subsidietype,ontwikkelingsbeurs_7
18647,subsidiecomite,beeldende kunst_6
18647,subsidiërende instantie,Kunstendecreet_1
18648,persoon,Luc Coeckelberghs_1955548
18648,beginjaar,2009
18648,eindjaar,2009
18648,subsidietype,projectbeurs_4
18648,subsidiecomite,beeldende kunst_6
18648,subsidiërende instantie,Kunstendecreet_1
18649,persoon,Aernoudt Jacobs_1955159
18649,beginjaar,2009
18649,eindjaar,2009
18649,subsidietype,projectbeurs_4
18649,subsidiecomite,audiovisueel_7
18649,subsidiërende instantie,Kunstendecreet_1
18650,persoon,Guy Van Belle_1955164
18650,beginjaar,2009
18650,eindjaar,2009
18650,subsidietype,projectbeurs_4
18650,subsidiecomite,audiovisueel_7
18650,subsidiërende instantie,Kunstendecreet_1
18651,persoon,Virginie Bailly_1954912
18651,beginjaar,2009
18651,eindjaar,2009
18651,subsidietype,ontwikkelingsbeurs_7
18651,subsidiecomite,beeldende kunst_6
18651,subsidiërende instantie,Kunstendecreet_1
18652,persoon,Hans Demeulenaere_1955536
18652,beginjaar,2009
18652,eindjaar,2009
18652,subsidietype,ontwikkelingsbeurs_7
18652,subsidiecomite,beeldende kunst_6
18652,subsidiërende instantie,Kunstendecreet_1
18653,persoon,Stefaan Dheedene_1954956
18653,beginjaar,2009
18653,eindjaar,2009
18653,subsidietype,ontwikkelingsbeurs_7
18653,subsidiecomite,beeldende kunst_6
18653,subsidiërende instantie,Kunstendecreet_1
18654,persoon,Griet Dobbels_1955466
18654,beginjaar,2009
18654,eindjaar,2009
18654,subsidietype,ontwikkelingsbeurs_7
18654,subsidiecomite,beeldende kunst_6
18654,subsidiërende instantie,Kunstendecreet_1
18655,persoon,Samira El Kadraoui_1955531
18655,beginjaar,2009
18655,eindjaar,2009
18655,subsidietype,ontwikkelingsbeurs_7
18655,subsidiecomite,beeldende kunst_6
18655,subsidiërende instantie,Kunstendecreet_1
18656,persoon,Mekhitar Garabedian_1955570
18656,beginjaar,2009
18656,eindjaar,2009
18656,subsidietype,ontwikkelingsbeurs_7
18656,subsidiecomite,beeldende kunst_6
18656,subsidiërende instantie,Kunstendecreet_1
18657,persoon,Wannes Goetschalckx_1955308
18657,beginjaar,2009
18657,eindjaar,2009
18657,subsidietype,ontwikkelingsbeurs_7
18657,subsidiecomite,beeldende kunst_6
18657,subsidiërende instantie,Kunstendecreet_1
18658,persoon,Joseph Jessen_1955581
18658,beginjaar,2009
18658,eindjaar,2009
18658,subsidietype,ontwikkelingsbeurs_7
18658,subsidiecomite,beeldende kunst_6
18658,subsidiërende instantie,Kunstendecreet_1
18659,persoon,Renato Nicolodi_1954988
18659,beginjaar,2009
18659,eindjaar,2009
18659,subsidietype,ontwikkelingsbeurs_7
18659,subsidiecomite,beeldende kunst_6
18659,subsidiërende instantie,Kunstendecreet_1
18660,persoon,Jürgen Ots_1955528
18660,beginjaar,2009
18660,eindjaar,2009
18660,subsidietype,ontwikkelingsbeurs_7
18660,subsidiecomite,beeldende kunst_6
18660,subsidiërende instantie,Kunstendecreet_1
18661,persoon,Tinka Pittoors_1955322
18661,beginjaar,2009
18661,eindjaar,2009
18661,subsidietype,ontwikkelingsbeurs_7
18661,subsidiecomite,beeldende kunst_6
18661,subsidiërende instantie,Kunstendecreet_1
18662,persoon,Kelly Schacht_1955510
18662,beginjaar,2009
18662,eindjaar,2009
18662,subsidietype,ontwikkelingsbeurs_7
18662,subsidiecomite,beeldende kunst_6
18662,subsidiërende instantie,Kunstendecreet_1
18663,persoon,Bart Stolle_1955339
18663,beginjaar,2009
18663,eindjaar,2009
18663,subsidietype,ontwikkelingsbeurs_7
18663,subsidiecomite,beeldende kunst_6
18663,subsidiërende instantie,Kunstendecreet_1
18664,persoon,Filip Van Dingenen_1955328
18664,beginjaar,2009
18664,eindjaar,2009
18664,subsidietype,ontwikkelingsbeurs_7
18664,subsidiecomite,beeldende kunst_6
18664,subsidiërende instantie,Kunstendecreet_1
18665,persoon,Johan Van Geluwe_1955126
18665,beginjaar,2009
18665,eindjaar,2009
18665,subsidietype,ontwikkelingsbeurs_7
18665,subsidiecomite,beeldende kunst_6
18665,subsidiërende instantie,Kunstendecreet_1
18666,persoon,Katrien Vermeire_1955047
18666,beginjaar,2009
18666,eindjaar,2009
18666,subsidietype,ontwikkelingsbeurs_7
18666,subsidiecomite,beeldende kunst_6
18666,subsidiërende instantie,Kunstendecreet_1
18667,persoon,Angelo Vermeulen_1955048
18667,beginjaar,2009
18667,eindjaar,2009
18667,subsidietype,ontwikkelingsbeurs_7
18667,subsidiecomite,beeldende kunst_6
18667,subsidiërende instantie,Kunstendecreet_1
18668,persoon,Filip Vervaet_1955359
18668,beginjaar,2009
18668,eindjaar,2009
18668,subsidietype,ontwikkelingsbeurs_7
18668,subsidiecomite,beeldende kunst_6
18668,subsidiërende instantie,Kunstendecreet_1
18669,persoon,Rinus Van de Velde_1955582
18669,beginjaar,2009
18669,eindjaar,2009
18669,subsidietype,ontwikkelingsbeurs_7
18669,subsidiecomite,beeldende kunst_6
18669,subsidiërende instantie,Kunstendecreet_1
18670,persoon,Sergio De Beukelaer_1954933
18670,beginjaar,2009
18670,eindjaar,2009
18670,subsidietype,ontwikkelingsbeurs_7
18670,subsidiecomite,beeldende kunst_6
18670,subsidiërende instantie,Kunstendecreet_1
18671,persoon,Luc De Backer_1955477
18671,beginjaar,2009
18671,eindjaar,2009
18671,subsidietype,ontwikkelingsbeurs_7
18671,subsidiecomite,beeldende kunst_6
18671,subsidiërende instantie,Kunstendecreet_1
18672,persoon,Pieter Geenen_1955440
18672,beginjaar,2009
18672,eindjaar,2009
18672,subsidietype,ontwikkelingsbeurs_7
18672,subsidiecomite,beeldende kunst_6
18672,subsidiërende instantie,Kunstendecreet_1
18674,persoon,Pol Matthé_1955309
18674,beginjaar,2009
18674,eindjaar,2009
18674,subsidietype,ontwikkelingsbeurs_7
18674,subsidiecomite,beeldende kunst_6
18674,subsidiërende instantie,Kunstendecreet_1
18675,persoon,Rik Moens_1955509
18675,beginjaar,2009
18675,eindjaar,2009
18675,subsidietype,ontwikkelingsbeurs_7
18675,subsidiecomite,beeldende kunst_6
18675,subsidiërende instantie,Kunstendecreet_1
18677,persoon,Stijn Van Dorpe_1955583
18677,beginjaar,2009
18677,eindjaar,2009
18677,subsidietype,ontwikkelingsbeurs_7
18677,subsidiecomite,beeldende kunst_6
18677,subsidiërende instantie,Kunstendecreet_1
18678,persoon,Herman Van Ingelgem_1955091
18678,beginjaar,2009
18678,eindjaar,2009
18678,subsidietype,ontwikkelingsbeurs_7
18678,subsidiecomite,beeldende kunst_6
18678,subsidiërende instantie,Kunstendecreet_1
18679,persoon,Karen Vermeren_1955516
18679,beginjaar,2009
18679,eindjaar,2009
18679,subsidietype,ontwikkelingsbeurs_7
18679,subsidiecomite,beeldende kunst_6
18679,subsidiërende instantie,Kunstendecreet_1
18680,persoon,Hans Wuyts_1955059
18680,beginjaar,2009
18680,eindjaar,2009
18680,subsidietype,ontwikkelingsbeurs_7
18680,subsidiecomite,beeldende kunst_6
18680,subsidiërende instantie,Kunstendecreet_1
18681,persoon,Thomas Bogaert_1954921
18681,beginjaar,2009
18681,eindjaar,2009
18681,subsidietype,ontwikkelingsbeurs_7
18681,subsidiecomite,beeldende kunst_6
18681,subsidiërende instantie,Kunstendecreet_1
18682,persoon,Hedwig Brouckaert_1955279
18682,beginjaar,2009
18682,eindjaar,2009
18682,subsidietype,ontwikkelingsbeurs_7
18682,subsidiecomite,beeldende kunst_6
18682,subsidiërende instantie,Kunstendecreet_1
18683,persoon,Caroline Coolen_1954930
18683,beginjaar,2009
18683,eindjaar,2009
18683,subsidietype,ontwikkelingsbeurs_7
18683,subsidiecomite,beeldende kunst_6
18683,subsidiërende instantie,Kunstendecreet_1
18684,persoon,Carine Cuypers_1955584
18684,beginjaar,2009
18684,eindjaar,2009
18684,subsidietype,ontwikkelingsbeurs_7
18684,subsidiecomite,beeldende kunst_6
18684,subsidiërende instantie,Kunstendecreet_1
18685,persoon,Lieven De Boeck_1954935
18685,beginjaar,2009
18685,eindjaar,2009
18685,subsidietype,ontwikkelingsbeurs_7
18685,subsidiecomite,beeldende kunst_6
18685,subsidiërende instantie,Kunstendecreet_1
18686,persoon,Lode Geens_1955585
18686,beginjaar,2009
18686,eindjaar,2009
18686,subsidietype,ontwikkelingsbeurs_7
18686,subsidiecomite,beeldende kunst_6
18686,subsidiërende instantie,Kunstendecreet_1
18687,persoon,Fien Muller_1955260
18687,beginjaar,2009
18687,eindjaar,2009
18687,subsidietype,ontwikkelingsbeurs_7
18687,subsidiecomite,beeldende kunst_6
18687,subsidiërende instantie,Kunstendecreet_1
18688,persoon,Steve Schepens_1955404
18688,beginjaar,2009
18688,eindjaar,2009
18688,subsidietype,ontwikkelingsbeurs_7
18688,subsidiecomite,beeldende kunst_6
18688,subsidiërende instantie,Kunstendecreet_1
18689,persoon,Bart Van Dijck_1955327
18689,beginjaar,2009
18689,eindjaar,2009
18689,subsidietype,ontwikkelingsbeurs_7
18689,subsidiecomite,beeldende kunst_6
18689,subsidiërende instantie,Kunstendecreet_1
18690,persoon,Tamara Van San_1955543
18690,beginjaar,2009
18690,eindjaar,2009
18690,subsidietype,ontwikkelingsbeurs_7
18690,subsidiecomite,beeldende kunst_6
18690,subsidiërende instantie,Kunstendecreet_1
18691,persoon,Adriaan Verwée_1955586
18691,beginjaar,2009
18691,eindjaar,2009
18691,subsidietype,ontwikkelingsbeurs_7
18691,subsidiecomite,beeldende kunst_6
18691,subsidiërende instantie,Kunstendecreet_1
18692,persoon,Katleen Vinck_1955587
18692,beginjaar,2009
18692,eindjaar,2009
18692,subsidietype,ontwikkelingsbeurs_7
18692,subsidiecomite,beeldende kunst_6
18692,subsidiërende instantie,Kunstendecreet_1
18693,persoon,Steven Baelen_1955544
18693,beginjaar,2009
18693,eindjaar,2009
18693,subsidietype,ontwikkelingsbeurs_7
18693,subsidiecomite,beeldende kunst_6
18693,subsidiërende instantie,Kunstendecreet_1
18695,persoon,Lara Dhondt_1955589
18695,beginjaar,2009
18695,eindjaar,2009
18695,subsidietype,ontwikkelingsbeurs_7
18695,subsidiecomite,beeldende kunst_6
18695,subsidiërende instantie,Kunstendecreet_1
18696,persoon,Joris Van de Moortel_1955512
18696,beginjaar,2009
18696,eindjaar,2009
18696,subsidietype,ontwikkelingsbeurs_7
18696,subsidiecomite,beeldende kunst_6
18696,subsidiërende instantie,Kunstendecreet_1
18697,persoon,Frederik Van Simaey_1955515
18697,beginjaar,2009
18697,eindjaar,2009
18697,subsidietype,ontwikkelingsbeurs_7
18697,subsidiecomite,beeldende kunst_6
18697,subsidiërende instantie,Kunstendecreet_1
18698,persoon,Marie Julia Bollansée_1954922
18698,beginjaar,2009
18698,eindjaar,2009
18698,subsidietype,projectbeurs_4
18698,subsidiecomite,beeldende kunst_6
18698,subsidiërende instantie,Kunstendecreet_1
18699,persoon,Jan Bucquoy_1955590
18699,beginjaar,2009
18699,eindjaar,2009
18699,subsidietype,projectbeurs_4
18699,subsidiecomite,beeldende kunst_6
18699,subsidiërende instantie,Kunstendecreet_1
18700,persoon,Mira Sanders_1955591
18700,beginjaar,2009
18700,eindjaar,2009
18700,subsidietype,projectbeurs_4
18700,subsidiecomite,beeldende kunst_6
18700,subsidiërende instantie,Kunstendecreet_1
18701,persoon,Jan Kempenaers_1954876
18701,beginjaar,2009
18701,eindjaar,2009
18701,subsidietype,projectbeurs_4
18701,subsidiecomite,beeldende kunst_6
18701,subsidiërende instantie,Kunstendecreet_1
18702,persoon,Mira Sanders_1955591
18702,beginjaar,2009
18702,eindjaar,2009
18702,subsidietype,projectbeurs_4
18702,subsidiecomite,beeldende kunst_6
18702,subsidiërende instantie,Kunstendecreet_1
18703,persoon,Koen Broucke_1954926
18703,beginjaar,2009
18703,eindjaar,2009
18703,subsidietype,projectbeurs_4
18703,subsidiecomite,beeldende kunst_6
18703,subsidiërende instantie,Kunstendecreet_1
18704,persoon,Jimmy Kets_1955592
18704,beginjaar,2009
18704,eindjaar,2009
18704,subsidietype,projectbeurs_4
18704,subsidiecomite,beeldende kunst_6
18704,subsidiërende instantie,Kunstendecreet_1
18705,persoon,Inge Nederkroon_1955593
18705,beginjaar,2009
18705,eindjaar,2009
18705,subsidietype,projectbeurs_4
18705,subsidiecomite,beeldende kunst_6
18705,subsidiërende instantie,Kunstendecreet_1
18706,persoon,Dirk Braeckman_1954867
18706,beginjaar,2009
18706,eindjaar,2009
18706,subsidietype,projectbeurs_4
18706,subsidiecomite,beeldende kunst_6
18706,subsidiërende instantie,Kunstendecreet_1
18708,persoon,Narcisse Tordoir_1954904
18708,beginjaar,2009
18708,eindjaar,2009
18708,subsidietype,projectbeurs_4
18708,subsidiecomite,beeldende kunst_6
18708,subsidiërende instantie,Kunstendecreet_1
18709,persoon,Frederik De Wilde_1955139
18709,beginjaar,2009
18709,eindjaar,2009
18709,subsidietype,projectbeurs_4
18709,subsidiecomite,beeldende kunst_6
18709,subsidiërende instantie,Kunstendecreet_1
18710,persoon,Carla Arocha & Stefan Schraenen_1954855
18710,beginjaar,2009
18710,eindjaar,2009
18710,subsidietype,projectbeurs_4
18710,subsidiecomite,beeldende kunst_6
18710,subsidiërende instantie,Kunstendecreet_1
18711,persoon,Lieven De Boeck_1954935
18711,beginjaar,2009
18711,eindjaar,2009
18711,subsidietype,projectbeurs_4
18711,subsidiecomite,beeldende kunst_6
18711,subsidiërende instantie,Kunstendecreet_1
18712,persoon,Ingrid Ledent_1955594
18712,beginjaar,2009
18712,eindjaar,2009
18712,subsidietype,projectbeurs_4
18712,subsidiecomite,beeldende kunst_6
18712,subsidiërende instantie,Kunstendecreet_1
18713,persoon,Bren Heymans_1955595
18713,beginjaar,2009
18713,eindjaar,2009
18713,subsidietype,projectbeurs_4
18713,subsidiecomite,beeldende kunst_6
18713,subsidiërende instantie,Kunstendecreet_1
18714,persoon,Filip Vervaet_1955359
18714,beginjaar,2009
18714,eindjaar,2009
18714,subsidietype,projectbeurs_4
18714,subsidiecomite,beeldende kunst_6
18714,subsidiërende instantie,Kunstendecreet_1
18715,persoon,Boris Ljugov_1955596
18715,beginjaar,2009
18715,eindjaar,2009
18715,subsidietype,projectbeurs_4
18715,subsidiecomite,beeldende kunst_6
18715,subsidiërende instantie,Kunstendecreet_1
18716,persoon,Lawrence Malstaf_1954981
18716,beginjaar,2009
18716,eindjaar,2009
18716,subsidietype,projectbeurs_4
18716,subsidiecomite,beeldende kunst_6
18716,subsidiërende instantie,Kunstendecreet_1
18717,persoon,Alexandra Dementieva_1955185
18717,beginjaar,2009
18717,eindjaar,2009
18717,subsidietype,ontwikkelingsbeurs_7
18717,subsidiecomite,audiovisueel_7
18717,subsidiërende instantie,Kunstendecreet_1
18718,persoon,Ief Spincemaille_1955250
18718,beginjaar,2009
18718,eindjaar,2009
18718,subsidietype,projectbeurs_4
18718,subsidiecomite,audiovisueel_7
18718,subsidiërende instantie,Kunstendecreet_1
18719,persoon,Ief Spincemaille_1955250
18719,beginjaar,2009
18719,eindjaar,2009
18719,subsidietype,projectbeurs_4
18719,subsidiecomite,audiovisueel_7
18719,subsidiërende instantie,Kunstendecreet_1
18720,persoon,David De Buyser_1955597
18720,beginjaar,2009
18720,eindjaar,2009
18720,subsidietype,projectbeurs_4
18720,subsidiecomite,audiovisueel_7
18720,subsidiërende instantie,Kunstendecreet_1
18722,organisatie,COURTisane_375840
18722,beginjaar,2010
18722,eindjaar,2010
18722,subsidietype,structureel 3 jaar_12
18722,subsidiecomite,audiovisueel_7
18722,subsidiërende instantie,Kunstendecreet_1
18723,organisatie,COURTisane_375840
18723,beginjaar,2011
18723,eindjaar,2011
18723,subsidietype,structureel 3 jaar_12
18723,subsidiecomite,audiovisueel_7
18723,subsidiërende instantie,Kunstendecreet_1
18724,organisatie,COURTisane_375840
18724,beginjaar,2012
18724,eindjaar,2012
18724,subsidietype,structureel 3 jaar_12
18724,subsidiecomite,audiovisueel_7
18724,subsidiërende instantie,Kunstendecreet_1
18725,organisatie,Europees Jeugdfilmfestival Vlaanderen/ European Youth Film Festival Flanders_376267
18725,beginjaar,2010
18725,eindjaar,2010
18725,subsidietype,structureel 3 jaar_12
18725,subsidiecomite,audiovisueel_7
18725,subsidiërende instantie,Kunstendecreet_1
18726,organisatie,Europees Jeugdfilmfestival Vlaanderen/ European Youth Film Festival Flanders_376267
18726,beginjaar,2011
18726,eindjaar,2011
18726,subsidietype,structureel 3 jaar_12
18726,subsidiecomite,audiovisueel_7
18726,subsidiërende instantie,Kunstendecreet_1
18727,organisatie,Europees Jeugdfilmfestival Vlaanderen/ European Youth Film Festival Flanders_376267
18727,beginjaar,2012
18727,eindjaar,2012
18727,subsidietype,structureel 3 jaar_12
18727,subsidiecomite,audiovisueel_7
18727,subsidiërende instantie,Kunstendecreet_1
18728,organisatie,Anima_376258
18728,beginjaar,2010
18728,eindjaar,2010
18728,subsidietype,structureel 3 jaar_12
18728,subsidiecomite,audiovisueel_7
18728,subsidiërende instantie,Kunstendecreet_1
18729,organisatie,Anima_376258
18729,beginjaar,2011
18729,eindjaar,2011
