,Lijst van personen,Gender,Stad,Land,Postcode,Count van producties
4758,Lykle Hemminga,110.0,,België,,2
4759,Peter Roose,110.0,,België,,4
4760,Sofie Palmers,109.0,Berchem,België,,55
4761,Guido Lauwaert,110.0,Oostakker,België,,18
4762,Abdoul Kader Kamagaté,110.0,,België,,2
4763,Tom Barcal,110.0,,Verenigde Staten van Amerika,,15
4764,Joris Van Dael,110.0,Kontich,België,,29
4765,Piet Dierickx,110.0,,België,,2
4766,Dieter Verhaegen,110.0,Mortsel,België,,17
4767,Jorge Semprun,110.0,MADRID,Spanje,,1
4768,Karin Vyncke,109.0,Brussel,België,,64
4769,Jo Decaluwe,110.0,Mariakerke (Gent),België,,232
4770,Joke Huygens,109.0,Brussel,België,,1
4771,Jan Denolf,110.0,,België,,3
4772,Mathilde Quirynen,109.0,,België,,1
4773,Glenn Vervliet,110.0,,België,,26
4774,Heine Røsdal Avdal,110.0,,België,,191
4775,Peter Teerlynck,110.0,,België,,1
4776,Elise Goedgezelschap,109.0,,België,,6
4777,Loes Carette,109.0,,België,,7
4778,Bert Van Puymbroeck,110.0,,België,,3
4779,Pierre Van Heddegem,110.0,,België,,1
4780,Christian Hecq,110.0,,België,,2
4781,Lotte Mariën,109.0,Antwerpen,België,,11
4782,Katharina Smets,109.0,Kessel-Lo,België,,10
4783,Ruud Gielens,110.0,Brussel,België,,116
4784,Linda De Ridder,109.0,,België,,90
4785,Johan Clymans,110.0,,België,,1
4786,Gregoire Vandersmissen,110.0,Sint-Joost-ten-Node,België,,3
4787,Frederik Huys,110.0,Hasselt,België,,7
4788,Alexandra Aerts,109.0,,België,,33
4789,Erik Borgman,110.0,Blanden,België,,7
4790,Tim Verheyden,110.0,DIEPENBEEK,België,,2
4791,Geert Tavernier,110.0,,België,,2
4792,Anne Niepold,109.0,,België,,9
4793,Peter Monsaert,110.0,,België,,38
4794,Jelle Moerman,110.0,Oudenaarde,België,,14
4795,Freddy Decreus,110.0,Gent,België,,3
4796,Patricia Moorthamer,109.0,,België,,1
4797,Viviane De Muynck,109.0,Wilrijk,België,,148
4798,Bram Noens,110.0,,België,,1
4799,Alain Prévot,110.0,Jette,België,,1
4800,Dirk Van Oerle,110.0,Schoten,België,,11
4801,Adriaan Van Den Hoof,110.0,Antwerpen,België,,55
4802,James Conway,110.0,ONBEKEND,Ierland,,3
4803,Bert Verhoye,110.0,,België,,81
4804,Wiebe Gotink,110.0,Kampen,Nederland,,11
4805,Hans Bavré,110.0,LOKEREN,België,,2
4806,Riet Stoffels,109.0,,België,,4
4807,Gabriela Carrizo,109.0,,België,,62
4808,Bruno Koninckx,110.0,Terhagen,België,,1
4809,Brice Leroux,110.0,Brussel,België,,76
4810,Jan Roets,110.0,,België,,13
4811,Amber Janssen,109.0,,België,,1
4812,Thijs van Gemert,110.0,,België,,3
4813,Olivier De Smet,110.0,Gent,België,,37
4814,Mathijs Bertel,110.0,Gent,België,,2
4815,Bruno Floridus,110.0,,België,,1
4816,Anna Vandertaelen,109.0,Antwerpen,België,,5
4817,Michel Khleifi,110.0,-,België,,2
4818,Eric Joris,109.0,Schilde,België,,75
4819,Inge Lauwers,109.0,,België,,1
4820,Isah De Zutter,110.0,,België,,7
4821,Herman Delahaye,110.0,,België,,18
4822,Mariano Rubio,110.0,,Spanje,,3
4823,Bart Philipsen,110.0,Berlaar,België,,4
4824,Karen Claes,109.0,,België,,7
4825,Jan Moonen,110.0,ERPS-KWERPS,België,,83
4826,Lieve Cornelis,109.0,Mariakerke,België,,58
4827,Rudi Laermans,110.0,Brussel,België,,6
4828,Agnes Beckx,109.0,,België,,2
4829,Sam Bogaerts,110.0,Gentbrugge,België,,255
4830,Jean François Boisnon,110.0,Antwerpen,België,,7
4831,Walter De Cock,110.0,Borgerhout,België,,106
4832,Raf Vantuykom,110.0,Deurne,België,,2
4833,Marijke Coornaert,109.0,Antwerpen,België,,5
4834,Magda Cnudde,109.0,Gent,België,,128
4835,Luc Nuyens,110.0,,België,,101
4836,Laura Van Rossum,109.0,Zaventem,België,,1
4837,Julie van der Schaaf,109.0,Brussel,België,,13
4838,An Miller,109.0,Schoten,België,,48
4839,Aude De Keyser,109.0,,België,,1
4840,Claire Bonet,109.0,,België,,1
4841,Fien Defoort,109.0,,België,,1
4842,Kadèr Gürbüz,109.0,Zwijnaarde,België,,14
4843,William Forsythe,110.0,,België,,38
4844,Lien Annicaert,109.0,,België,,1
4845,Reynout Dekimpe,110.0,,België,,4
4846,Eric de Kuyper,110.0,Kranenburg,Duitsland,,31
4847,Britt Van Alsenoy,109.0,,België,,3
4848,Nikhil Chopra,110.0,,India,,2
4849,Marc Van Geldere,110.0,,België,,22
4850,Anne Denolf,109.0,Zoersel,België,,30
4851,Christel Domen,109.0,Hofstade (Bt.),België,,32
4852,Alessandro Cangelli,110.0,,België,,3
4853,Tania Poppe,109.0,Antwerpen,België,,54
4854,Herwig Onghena,110.0,Sint-Amandsberg,België,,7
4855,Xavier De Coster,110.0,Elsene,België,,3
4856,Lars Kwakkenbos,110.0,Brussel,België,,4
4857,Damiaan De Schrijver,110.0,Antwerpen,België,,175
4858,Lieke van Hoogenhuyze,109.0,Amsterdam,Nederland,,1
4859,Simon van Schuylenbergh,110.0,,België,,2
4860,Jeroen Baeyens,110.0,Antwerpen,België,,32
4861,Raphaëlle Delaunay,109.0,,België,,3
4862,Mélanie Munt,109.0,Brussel,België,,5
4863,Karen Verbeek,109.0,Kessel-Lo,België,,1
4864,Ilythyia De Lignière,109.0,Antwerpen,België,,8
4865,Marleen Edeling,109.0,Aubignan,Frankrijk,,10
4866,Mireille Vaessen,109.0,Antwerpen,België,,11
4867,Luca Scarlini,110.0,Brugherio,Italië,,2
4868,Simon Eckert,110.0,,België,,4
4869,Johanna Wernmo,109.0,Stockholm,Zweden,,2
4870,Wim Decorte,110.0,,België,,4
4871,Myriam Mulder,109.0,Antwerpen,België,,39
4872,Gie Van Geel,110.0,,België,,3
4873,Huan Liling,109.0,,Taiwan (Chinese Rep.),,4
4874,Andrea Božić,109.0,Amsterdam,Nederland,,11
4875,Steve De Schepper,110.0,Ledeberg (Gent),België,,83
4876,Chris Van der Burght,110.0,Gent,België,,20
4877,Jules Terlingen,110.0,Ruislede,België,,8
4878,Yasmina Van Assche,109.0,Sint-Gillis,België,,1
4879,Luc Van Den Broeck,110.0,LEDE,België,,14
4880,Louis Vanhaverbeke,110.0,,België,,7
4881,Yurgen Schoora,110.0,,België,,23
4882,Michèle Mattelaer,109.0,,België,,1
4883,Karel Vingerhoets,110.0,Boechout,België,,88
4884,Jo Heyvaert,110.0,Hamme,België,,11
4885,Aze Declercq,109.0,,België,,4
4886,Frans Janssens,110.0,Etterbeek,België,,2
4887,Geert Mariën,110.0,,België,,1
4888,Philippe Ceulemans,110.0,Amsterdam,Nederland,,13
4889,Serge Delbruyère,110.0,Lokeren,België,,1
4890,Konstantin Gorny,110.0,,Verenigde Arabische Emiraten,,1
4891,Laurianne Seux,109.0,,Frankrijk,,1
4892,Karolien De Bleser,109.0,Brussel,België,,50
4893,Johanne Saunier,109.0,Brussel,België,,124
4894,Sofie Saller,109.0,Brussel,België,,15
4895,Denis Pousseur,110.0,Brussel,België,,5
4896,Jan  Palinckx,110.0,,België,,22
4897,Rosa Vandervost,109.0,,België,,24
4898,Gregie De Maeyer,110.0,KRUIBEKE,België,,10
4899,Manou Laureyssens,110.0,,België,,1
4900,Geert Verstraete,110.0,,België,,1
4901,Peggy De Landtsheer,109.0,Antwerpen,België,,97
4902,Edurne Rubio,109.0,,Spanje,,9
4903,Evelien Borgonjon,109.0,Izegem,België,,1
4904,Gommer Van Rousselt,110.0,Berchem,België,,39
4905,Jan Ritsema,110.0,Brussel,België,,44
4906,Maxim Gorki,110.0,,Federatie van Rusland,,27
4907,Ellen Huijgh,109.0,Asse,België,,2
4908,Dirk Brossé,110.0,Heusden (O.-Vl.),België,,18
4909,Danny Ronaldo,110.0,Muizen,België,,82
4910,Jan Strobbe,110.0,Knesselare,België,,43
4911,Bart van Gemert,110.0,,België,,3
4912,Dirk Butaye,110.0,,België,,12
4913,Lea Kossman,109.0,,België,,1
4914,Céline Heintze,109.0,,België,,1
4915,Karen De Visscher,109.0,Lokeren,België,,48
4916,Philippe Heesterbeek,110.0,Antwerpen,België,,2
4917,Noël Coward,110.0,,Verenigde Staten van Amerika,,10
4918,Jorieke Abbing,109.0,,België,,1
4919,Erik Lagrain,110.0,Amsterdam,Nederland,,74
4920,Sarah Blokken,109.0,,België,,3
4921,Annika Serong,109.0,,België,,2
4922,Danja Cauwbergs,109.0,Brussel,België,,6
4923,Raouf Hadj Mohamed,110.0,,België,,6
4924,Lilith Verhelst,109.0,,België,,2
4925,Joao Filipe  Terleira de sa Ferreira,110.0,,Portugal,,1
4926,Jan Boon,110.0,,België,,5
4927,Bernard Eylenbosch,110.0,Anderlecht,België,,46
4928,Iris Bouche,109.0,,België,,83
4929,Moeketsi Koena,109.0,Anderlecht,België,,4
4930,Babette Riské,109.0,,België,,1
4931,Lien Verlinde,109.0,,België,,3
4932,Mark Uytterhoeven,110.0,,België,,2
4933,Benno Barnard,110.0,,België,,21
4934,Kerensa Verhoosel,109.0,,België,,52
4935,Latifa Errajel,109.0,,België,,1
4936,Wouter Vermeiren,110.0,,België,,2
4937,Dirk Henrard,110.0,Berchem,België,,3
4938,Lucas Van den Eynde,110.0,Antwerpen,België,,84
4939,Paul Clark,110.0,ONBEKEND,België,,6
4940,Frauke Deramoudt,109.0,,België,,1
4941,Rob Ten Broek,110.0,Antwerpen,België,,3
4942,Elsa Bosma,109.0,Antwerpen,België,,7
4943,Marc De Corte,110.0,Antwerpen,België,,69
4944,Elfriede Jelinek,109.0,,Oostenrijk,,6
4945,Mark Van Desse,110.0,,België,,1
4946,Pierre Perez,110.0,Antwerpen,België,,3
4947,Bram Soli,110.0,,België,,6
4948,Monika Dumon,109.0,Mortsel,België,,39
4949,Bruno De Wachter,110.0,,België,,7
4950,Oscar van den Boogaard,110.0,Antwerpen,België,,25
4951,Maarten Van Ingelgem,110.0,,België,,2
4952,Johan Waegeman,110.0,Denderleeuw,België,,2
4953,Danny Willems,110.0,-,België,,10
4954,Erwin Jans,110.0,Brussel,België,,119
4955,Max Stuurman,110.0,Brussel,België,,11
4956,Kelly Govaert,109.0,Vorst,België,,1
4957,Dirk Vercruysse,110.0,Brussel,België,,4
4958,Koen Bauwens,110.0,Elsene,België,,26
4959,Frits Maris,110.0,Kalmthout,België,,30
4960,Filip Peeters,110.0,Tervuren,België,,228
4961,Vincent Tandonnet,110.0,Brussel,België,,4
4962,Pär Lindskog,110.0,,België,,2
4963,Simeon Dikomitis,110.0,,België,,7
4964,Brigitte De Man,109.0,Antwerpen,België,,85
4965,Ini Massez,109.0,Weert,België,,15
4966,Chris De Vries,110.0,Amsterdam,Nederland,,1
4967,Maarten Van Aerschot,110.0,,België,,31
4968,Petra Serwe,109.0,Antwerpen,België,,3
4969,Finn Iunker,110.0,Bergen,Noorwegen,,2
4970,Roel Reynders,110.0,,België,,4
4971,Rudi Delhem,110.0,Kontich,België,,218
4972,Jane Peter,109.0,Borsbeek,België,,238
4973,David Greuse,110.0,,België,,8
4974,Dominique Defossez,110.0,,België,,12
4975,Kurt Van Eeghem,110.0,,België,,10
4976,Koen Theys,110.0,Brussel,België,,3
4977,Doris Hochscheid,109.0,,België,,1
4978,Helga Broers,109.0,Berchem,België,,2
4979,Sylvain Guy,110.0,Borgerhout,België,,2
4980,Thomas Wendelen,110.0,,België,,2
4981,Stefaan Van Brabandt,110.0,Antwerpen,België,,39
4982,Stefanie Bodien,109.0,Elsene,België,,3
4983,Wannes Gyselinck,110.0,,België,,25
4984,Sally-Jane Van Horenbeeck,109.0,Strombeek-Bever,België,,10
4985,Klaus Ludwig,110.0,Brussel,België,,10
4986,Karelmaria De Boeck,110.0,Leuven,België,,52
4987,Lotte Driessen,109.0,,België,,2
4988,Istvan Leel-Össy,110.0,,België,,3
4989,Peter Vermeersch,110.0,Zwijnaarde,België,,172
4990,Tarek Halaby,110.0,Brussel,België,,36
4991,Dennis  Deter,110.0,Berlijn,Duitsland,,7
4992,Frauke Dendooven,109.0,Oostende,België,,5
4993,Patrick Jacobs,110.0,MECHELEN,België,,9
4994,Johan Moonens,110.0,Brussel,België,,6
4995,Stijn Baumers,110.0,,België,,2
4996,Nick Kaldunski,110.0,Mechelen,België,,19
4997,Laurenz Hoorelbeke,110.0,Tessenderlo,België,,6
4998,Ellen Walraven,109.0,Amsterdam,Nederland,,16
4999,Andy Van Kerschaver,110.0,,België,,2
5000,Thomas Plischke,110.0,Brussel,België,,40
5001,Brecht Wille,110.0,Gent,België,,1
5002,Annelies Mertens,109.0,-,België,,13
5003,Hilde Gijsbrechts,109.0,Mol,België,,26
5004,Tom Kestens,110.0,,België,,11
5005,Kim Bogaert,109.0,,België,,1
5006,Monique Nagielkopf,109.0,Antwerpen,België,,40
5007,Roland Schmidt,110.0,,België,,3
5008,Robert Groslot,110.0,Mechelen,België,,12
5009,Bernard Foccroulle,110.0,Sint-Pieters-Woluwe,België,,11
5010,Sarah Abrams,109.0,,België,,3
5011,Jacques Motmans,110.0,,België,,3
5012,Anja Stroobants,109.0,Buizingen,België,,1
5013,Ilse Vandenbussche,109.0,Antwerpen,België,,139
5014,Dirk Van Den Broeck,110.0,Wambeek,België,,8
5015,Pieter Buekers,110.0,,België,,1
5016,Dré Poppe,110.0,OOSTENDE,België,,37
5017,Cristian Duarte,110.0,,Brazilië,,6
5018,Filip Van Huffel,110.0,Sint-Niklaas,België,,33
5019,Yukiko Shinozaki,109.0,,België,,136
5020,Luc Buelens,110.0,,België,,1
5021,Lieven Baeyens,110.0,,België,,35
5022,Ine Van Baelen,109.0,Antwerpen,België,,11
5023,Wim Verhoeven,110.0,Antwerpen,België,,22
5024,Katrien Lingier,109.0,,België,,6
5025,Marthe Vanneste,109.0,,België,,1
5026,Cecilia Mulder,109.0,,België,,7
5027,Mieke Laureys,109.0,Deurne,België,,47
5028,Jan Marmenout,110.0,Gent,België,,5
5029,Isabel Junius,109.0,Amsterdam,Nederland,,1
5030,Luc Brewaeys,110.0,Vilvoorde,België,,10
5031,Fabrice Commeyne,109.0,,België,,25
5032,Koen Boesman,110.0,Melle,België,,22
5033,Koen Van Roey,110.0,,België,,1
5034,Patrick Mulliez,110.0,,België,,1
5035,Stefanie Gorissen,110.0,,België,,1
5036,Thomas Lebeer,110.0,,België,,1
5037,Donald Crisp,110.0,,België,,1
5038,Herman Brusselmans,110.0,Gent,België,,5
5039,Tom Devaere,110.0,,België,,5
5040,Kris Kuppens,109.0,Brussel,België,,8
5041,Bart Vanvoorden,110.0,Niel,België,,4
5042,Sofia Brito,109.0,Brussel,België,,3
5043,Jan Goedemé,110.0,,België,,10
5044,Clarissa Worsdale,109.0,,Groot-Brittannië,,1
5045,Ruth Collier,109.0,Anderlecht,België,,2
5046,Wouter Vanhove,110.0,Berchem,België,,6
5047,Gunilla Verbeke,109.0,Amsterdam,Nederland,1017 SG,9
5048,Dennis O'connor,110.0,,Verenigde Staten van Amerika,,9
5049,Johan Van Der Maat,110.0,Antwerpen,België,,27
5050,Bruno Vanden Broecke,110.0,,België,,114
5051,Emily de Smaele,109.0,,België,,4
5052,Mieke Verdin,109.0,Laken,België,,164
5053,Tine Robberecht,110.0,,België,,3
5054,Art Spiegelman,110.0,,Verenigde Staten van Amerika,,1
5055,Elsemieke Scholte,109.0,Antwerpen,België,,39
5056,Serge Vandenhove,110.0,Berchem,België,,5
5057,Arthimis Vergult,109.0,,België,,3
5058,Sophie Timmermans,109.0,Antwerpen,België,,1
5059,Heleen Rijckaert,109.0,Tielt,België,,1
5060,William Kentridge,110.0,Johannesburg,Zuid-Afrika,,18
5061,Tristan Versteven,110.0,Mechelen,België,,48
5062,Pieter Loots,110.0,,België,,16
5063,Koen Maas,110.0,,België,,3
5064,Sacha Janatti,109.0,,Nederland,,1
5065,Thomas Vanoverschelde,110.0,,België,,3
5066,Ingrid Von Wantoch-Rekowski,109.0,Bruxelles,België,,11
5067,Patrick Ceyssens,110.0,,België,,5
5068,Bruno Nys,110.0,,België,,4
5069,Paula Bangels,109.0,Gent,België,,27
5070,Sylvie Ongenae,109.0,,België,,1
5071,Koen Vijverman,110.0,,België,,12
5072,Jorge Léon,110.0,Brussel,België,,10
5073,Bernard Van de Casteele,110.0,,België,,1
5074,Marion Jouffre,109.0,,Frankrijk,,6
5075,Kristof Blom,110.0,Gent,België,,23
5076,Bert Haelvoet,110.0,Dendermonde,België,,54
5077,Daniel Benoin,110.0,SAINT-ETIENNE,Frankrijk,,17
5078,Lieven Rossignol,110.0,Affligem,België,,2
5079,Lieven Slabbinck,110.0,,België,,6
5080,Eva Lybaert,109.0,Berchem,België,,1
5081,Lore van den Brempt,109.0,Brussel,België,,1
5082,Maarten de Decker,110.0,,België,,2
5083,Bob Van Der Veken,110.0,Kalmthout,België,,89
5084,Bart Van Reyn,110.0,,België,,4
5085,Karel Goeyvaerts,110.0,Antwerpen,België,,6
5086,Paul McCreesh,110.0,,Groot-Brittannië,,3
5087,Sofie De Meester,109.0,,België,,2
5088,Charlien Adriaenssens,109.0,,België,,1
5089,Stefanie Huysmans,109.0,,België,,1
5090,Mary Hall Surface,109.0,Washington,Verenigde Staten van Amerika,,1
5091,Silke Vanhoof,109.0,,België,,5
5092,Roger Schoemans,110.0,Antwerpen,België,,4
5093,André Mesquita,110.0,,Portugal,,1
5094,Marc Goossens,110.0,Ekeren,België,,9
5095,Johanna De Donder,109.0,Antwerpen,België,,13
5096,Fabien Robert,110.0,,België,,11
5097,Geert Meersseman,110.0,,België,,1
5098,Robijn Vanhove,110.0,,België,,1
5099,Klaartje Mertens,109.0,Kortrijk,België,,9
5100,Wouter Valvekens,110.0,,België,,1
5101,Monica Thé,109.0,Amsterdam,Nederland,,2
5102,Philip Delbecque,110.0,,België,,3
5103,Antoine Vander Auwera,110.0,Berchem,België,,42
5104,Rebecca Flores,109.0,,België,,4
5105,Filip Vandemeulebroecke,110.0,,België,,26
5106,Katrien De Muynck,109.0,Brussel,België,,15
5107,Brigitte Verelst,109.0,,België,,2
5108,Lenneke Rasschaert,109.0,Brussel,België,,17
5109,Leen Schillebeeckx,109.0,Gent,België,,1
5110,Tim Den Tijn,110.0,,België,,2
5111,Mark Van Hilst,110.0,SINT-AMANDSBERG,België,,14
5112,Peter Kolpa,110.0,Utrecht,Nederland,,4
5113,Jamy Hollebeke,110.0,,België,,4
5114,Messieurs Delmotte,110.0,,België,,1
5115,Gina Mercelis,109.0,,België,,4
5116,Tim Dirven,110.0,Gent,België,,1
5117,Els Roobroeck,109.0,,Nederland,,10
5118,Györgyi Lukács,110.0,,Hongarije,,1
5119,Saskia Debaere,109.0,Gent,België,,4
5120,Axel Daeseleire,110.0,Wilrijk,België,,7
5121,Peter Van Damme,110.0,Oudenaarde,België,,2
5122,Emilie De Roo,109.0,,België,,8
5123,Dirk Van Den Eede,110.0,GRIMBERGEN,België,,1
5124,Emmanuel Ryngaert,110.0,,België,,1
5125,Robert Steyn,110.0,Amsterdam,Nederland,,1
5126,Kerlijne Van Nevel,109.0,,België,,3
5127,Axelle Lahouh,109.0,,Nederland,,1
5128,Jesse Vanhoeck,109.0,,België,,4
5129,Anouschka van Keulen,109.0,,België,,2
5130,Mieke Bruggeman,109.0,,België,,1
5131,Dirk Meul,110.0,BELSELE,België,,28
5132,Marij De Nys,109.0,,België,,23
5133,Lieselotte Beutels,109.0,,België,,1
5134,Philippe Merchiers,110.0,Gent,België,,13
5135,Marita De Coster,109.0,,België,,2
5136,Yves Delattre,110.0,Brussel,België,,7
5137,Helga Baert,109.0,Brussel,België,,2
5138,Rob Marcelis,110.0,,België,,6
5139,Clara Van Langendonck,109.0,Gent,België,,2
5140,Veerle Malschaert,109.0,Gent,België,,20
5141,Karlien De Cock,109.0,,België,,1
5142,Marlies Bosmans,109.0,,België,,3
5143,Fernand Verreth,110.0,Mechelen,België,,158
5144,Eva Schram,109.0,,België,,67
5145,Milo Petrovic,110.0,,België,,1
5146,Caroline Petrick,109.0,Sint-Genesius-Rode,België,,35
5147,Sato Endo,109.0,Brussel,België,,8
5148,Marcos Simoes,110.0,,België,,21
5149,Veerle Vander Perren,109.0,,België,,1
5150,Steven Wouters,110.0,Brussel,België,,1
5151,Dominique Collet,109.0,,België,,58
5152,Jos Verlinden,110.0,,België,,16
5153,Marie-Ange Gillis,109.0,Itterbeek (Dilbeek),België,,13
5154,Bruno De Lille,110.0,,België,,3
5155,Matthias Schoenaerts,110.0,,België,,7
5156,Jille Waegebaert,110.0,Vichte,België,,1
5157,Bram Verschueren,110.0,Hoogstraten,België,,61
5158,Dirk Verstockt,110.0,Brussel,België,,12
5159,Jeroen Lenaerts,110.0,Wezemaal,België,,15
5160,Martin Nachbar,110.0,Sint-Gillis,België,,16
5161,Nele Gernaey,109.0,,België,,2
5162,Jan Verstraete,110.0,,België,,1
5163,Annick Bongers,109.0,Schaarbeek,België,,1
5164,Nordine Benchorf,110.0,Brussel,België,,46
5165,Luc Vleugels,110.0,,België,,2
5166,Angelo Verelst,110.0,,België,,1
5167,Giannina Urmeneta Ottiker,109.0,Gent,België,,5
5168,Bert De Greve,110.0,Brussel,België,,1
5169,Gideon Louw,110.0,Antwerpen,België,,93
5170,Heidi De Feyter,109.0,,België,,8
5171,Vicky Florus,109.0,Antwerpen,België,,17
5172,Manou Kersting,110.0,,België,,63
5173,Julie Dulière,109.0,,België,,2
5174,Christian Poggioli,110.0,Antwerpen,België,,27
5175,Caroline Fransens,109.0,Antwerpen,België,,63
5176,Wim Van Gotha,110.0,Gent,België,,24
5177,Kurt Beheydt,110.0,,België,,4
5178,Berten Jaekers,110.0,,België,,1
5179,Alexander Baervoets,110.0,Oudenburg,België,,97
5180,Stephaan Geerinck,110.0,,België,,2
5181,Astrid Vereecken,109.0,Borgerhout,België,,4
5182,Geert Van Rampelberg,110.0,,België,,76
5183,Gabriël Aguilera,110.0,,België,,2
5184,Serena Wuytack,109.0,,België,,10
5185,Manu Verreth,110.0,Sint-Katelijne-Waver,België,,92
5186,Chris Ware,110.0,,België,,1
5187,Martha Verschaffel,109.0,,België,,3
5188,Ine keppens,109.0,,België,,2
5189,Stefan Vandenberghe,110.0,,België,,32
5190,Kevin Strauwen,110.0,,België,,1
5191,Andrea De Laet,109.0,,België,,3
5192,Marijke Van Himschoot,109.0,,België,,1
5193,Sonja Augart,109.0,,Nederland,,2
5194,Magda Demeester,109.0,LOVENDEGEM,België,,62
5195,Frank Laubenheimer,110.0,,Albanië,,5
5196,Jan Savenberg,110.0,Sint-Genesius-Rode,België,,92
5197,Tiemen Van Haver,110.0,Gent,België,,10
5198,Sara Van Boxstael,109.0,Aalst,België,,1
5199,Gerard Mortier,110.0,Gent,België,,4
5200,Ronny Lauwers,110.0,Gent,België,,27
5201,Pol Goossen,110.0,Wilrijk,België,,106
5202,Fabrice Baclet,110.0,,België,,1
5203,Minke Kruyver,109.0,Haarlem,Nederland,,13
5204,Harry Deswarte,110.0,Sint-Niklaas,België,,7
5205,Pieter De Buysser,110.0,Brussel,België,,79
5206,Harvey Grossmann,110.0,Antwerpen,België,,2
5207,Denise Bogaerts,109.0,Mechelen,België,,18
5208,Bob De Moor,110.0,Mariakerke,België,,183
5209,Rina Govers,109.0,,België,,4
5210,Joost Leroy,110.0,Antwerpen,België,,2
5211,Simo Reynders,110.0,,België,,2
5212,Ann Van de Vyvere,109.0,,België,,23
5213,Steven van landeghem,110.0,,België,,2
5214,Simonne Delcourt,109.0,Kortrijk,België,,1
5215,John van Oostrum,110.0,,Nederland,,3
5216,Frank Hendrickx,110.0,Etterbeek,België,,6
5217,Johanne Riss,109.0,,Frankrijk,,2
5218,Arne Siebens,110.0,,België,,2
5219,Chris Cleiren,110.0,Borgerhout,België,,9
5220,Vital Schraenen,110.0,vorst,België,,179
5221,Chumvan Sodhachivy,109.0,,Cambodja,,1
5222,George Khumalo,110.0,Vorst,België,,18
5223,Jaap de Weijer,110.0,Wageningen,Nederland,,3
5224,Ruud Van Den Akker,110.0,Amsterdam,Nederland,,1
5225,Katelijne Bax,109.0,Heverlee,België,,2
5226,Saskia De Ceuninck,109.0,Gent,België,,10
5227,Oscar van Woensel,110.0,Amsterdam,Nederland,,28
5228,Mattias De Meulenaere,110.0,Brugge,België,,4
5229,Niki De Sitter,109.0,Zele,België,,4
5230,Pieter Coene,110.0,Gent,België,,29
5231,Alida Neslo,109.0,AMSTERDAM,Nederland,,27
5232,Joachim Ben Yakoub,110.0,,België,,2
5233,Asli Günes,109.0,,Turkije,,1
5234,Jody Van Geert,110.0,nieuwerkerken,België,,2
5235,Tankred Dorst,110.0,,Duitsland,,9
5236,Rezy Schumacher,109.0,Amsterdam,Nederland,,6
5237,Jan Leyers,110.0,Hove,België,,65
5238,An Quirijnen,109.0,,België,,1
5239,Turid Sintobin,109.0,Gent,België,,3
5240,Mat Voorter,110.0,,België,,91
5241,Erik Wouters,110.0,Schoten,België,,110
5242,Abdelmalek Kadi,110.0,Bruxelles,België,,25
5243,Michèle Anne De Mey,109.0,Sint-Joost-ten-Node,België,,55
5244,Janne Desmet,109.0,Zwevegem,België,,56
5245,Pauline Weijs,109.0,,België,,1
5246,Adrian Sack,110.0,,België,,11
5247,Kenny Callens,110.0,,België,,1
